Candidate,House.Senate,State,District,Party,Status,ElectionYear,Gender,GenderVar,PercentWomen,Check.Column,PartyVar,NewEngland,MidAtlantic,ENCentral,WNCentral,SouthAtlantic,ESCentral,WSCentral,MountainWest,Pacific,CheckVar,Northeast,Midwest,South,West,PerUrban,CheckCandidate
"PINKSTON, SHAWN TRAVIS",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"PINKSTON, SHAWN TRAVIS"
"TURNER, ROBERT E IV",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,87.49,"TURNER, ROBERT E IV"
"COYLE, BILLY",H,OK,5,DEM,OPEN,2010,male,0,2.97029703,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.53,"COYLE, BILLY"
"GUILD, THOMAS EUGENE",H,OK,5,DEM,OPEN,2010,male,0,2.97029703,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.53,"GUILD, THOMAS EUGENE"
"SMITH, BERT",H,OK,5,DEM,OPEN,2008,male,0,2.97029703,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.53,"SMITH, BERT"
"CALVEY, KEVIN",H,OK,5,REP,OPEN,2010,male,0,8.910891089,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.53,"CALVEY, KEVIN"
"CLOUD, JEFF",H,OK,5,REP,OPEN,2010,male,0,8.910891089,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.53,"CLOUD, JEFF"
"FLANIGAN, RICKY A JR",H,OK,5,REP,OPEN,2010,male,0,8.910891089,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.53,"FLANIGAN, RICKY A JR"
"JETT, SHANE DAVID",H,OK,5,REP,OPEN,2010,male,0,8.910891089,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.53,"JETT, SHANE DAVID"
"JETT, SHANE DAVID",H,OK,5,REP,OPEN,2014,male,0,10.89108911,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.53,"JETT, SHANE DAVID"
"JOHNSON, HARRY CLAUD",H,OK,5,REP,OPEN,2010,male,0,8.910891089,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.53,"JOHNSON, HARRY CLAUD"
"LANKFORD, JAMES",H,OK,5,REP,OPEN,2010,male,0,8.910891089,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.53,"LANKFORD, JAMES"
"ROY, JOHNNY B",H,OK,5,REP,OPEN,2010,male,0,8.910891089,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.53,"ROY, JOHNNY B"
"THOMPSON, MICHAEL RAY",H,OK,5,REP,OPEN,2010,male,0,8.910891089,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.53,"THOMPSON, MICHAEL RAY"
"DAVENPORT, KEITH",H,OK,5,DEM,OPEN,2014,male,0,4.95049505,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.64,"DAVENPORT, KEITH"
"GUILD, THOMAS ",H,OK,5,DEM,OPEN,2014,male,0,4.95049505,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.64,"GUILD, THOMAS "
"LEONARD, LEONA",H,OK,5,DEM,OPEN,2014,female,1,4.95049505,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.64,"LEONARD, LEONA"
"MCAFFREY, AL",H,OK,5,DEM,OPEN,2014,male,0,4.95049505,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.64,"MCAFFREY, AL"
"DOUGLAS, PATRICE",H,OK,5,REP,OPEN,2014,female,1,10.89108911,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.64,"DOUGLAS, PATRICE"
"JOLLEY, JOSEPH CLARK",H,OK,5,REP,OPEN,2014,male,0,10.89108911,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.64,"JOLLEY, JOSEPH CLARK"
"RUSSELL, STEVEN DANE",H,OK,5,REP,OPEN,2014,male,0,10.89108911,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.64,"RUSSELL, STEVEN DANE"
"SPARKS, HARVEY",H,OK,5,REP,OPEN,2014,male,0,10.89108911,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.64,"SPARKS, HARVEY"
"TURNER, MICHAEL JEFFREY",H,OK,5,REP,OPEN,2014,male,0,10.89108911,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,87.64,"TURNER, MICHAEL JEFFREY"
"ANDERSON, DAVID M",H,MD,8,DEM,OPEN,2016,male,0,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"ANDERSON, DAVID M"
"BARVE, KUMAR",H,MD,8,DEM,OPEN,2016,male,0,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"BARVE, KUMAR"
"BOLLING, DAN",H,MD,8,DEM,OPEN,2016,male,0,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"BOLLING, DAN"
"ERVIN, VALERIE",H,MD,8,DEM,OPEN,2016,female,1,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"ERVIN, VALERIE"
"JAWANDO, WILL MR.",H,MD,8,DEM,OPEN,2016,male,0,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"JAWANDO, WILL MR."
"MATTHEWS, KATHLEEN",H,MD,8,DEM,OPEN,2016,female,1,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"MATTHEWS, KATHLEEN"
"RASKIN, JAMIE",H,MD,8,DEM,OPEN,2016,female,1,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"RASKIN, JAMIE"
"RUBIN, JOEL MARTIN",H,MD,8,DEM,OPEN,2016,male,0,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"RUBIN, JOEL MARTIN"
"SOL-GUTIERREZ, ANA",H,MD,8,DEM,OPEN,2016,female,1,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"SOL-GUTIERREZ, ANA"
"TRONE, DAVID",H,MD,8,DEM,OPEN,2016,male,0,25.53191489,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"TRONE, DAVID"
"COX, DAN",H,MD,8,REP,OPEN,2016,male,0,7.80141844,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"COX, DAN"
"JONES, JEFFREY W",H,MD,8,REP,OPEN,2016,male,0,7.80141844,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"JONES, JEFFREY W"
"MATORY, LIZ MS.",H,MD,8,REP,OPEN,2016,female,1,7.80141844,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"MATORY, LIZ MS."
"SHUDOFSKY, ARYEH",H,MD,8,REP,OPEN,2016,male,0,7.80141844,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"SHUDOFSKY, ARYEH"
"SKOLNICK, SHELTON",H,MD,8,REP,OPEN,2016,male,0,7.80141844,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88.08,"SKOLNICK, SHELTON"
"BERNIER, NICHOLAS DENNIS",H,MA,4,DEM,OPEN,2012,male,0,20,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,88.24,"BERNIER, NICHOLAS DENNIS"
"BROWN, RACHEL",H,MA,4,DEM,OPEN,2012,female,1,20,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,88.24,"BROWN, RACHEL"
"FARREN, MARTIN BENJAMIN",H,MA,4,DEM,OPEN,2012,male,0,20,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,88.24,"FARREN, MARTIN BENJAMIN"
"HEROUX, PAUL",H,MA,4,DEM,OPEN,2012,male,0,20,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,88.24,"HEROUX, PAUL"
"KENNEDY, JOSEPH P III",H,MA,4,DEM,OPEN,2012,male,0,20,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,88.24,"KENNEDY, JOSEPH P III"
"PORTER, JACK N",H,MA,4,DEM,OPEN,2012,male,0,20,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,88.24,"PORTER, JACK N"
"ROBINSON, HERBERT WILLIAM",H,MA,4,DEM,OPEN,2012,male,0,20,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,88.24,"ROBINSON, HERBERT WILLIAM"
"BIELAT, SEAN",H,MA,4,REP,OPEN,2012,male,0,3.75,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,88.24,"BIELAT, SEAN"
"CHILDS, ELIZABETH",H,MA,4,REP,OPEN,2012,female,1,3.75,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,88.24,"CHILDS, ELIZABETH"
"STEINHOF, DAVID L DMD",H,MA,4,REP,OPEN,2012,male,0,3.75,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,88.24,"STEINHOF, DAVID L DMD"
"GRUNWALD, JOHN ",H,TX,27,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,88.49,"GRUNWALD, JOHN "
"BARBER, RONALD",H,AZ,2,DEM,OPEN,2012,male,0,11.66666667,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,88.97,"BARBER, RONALD"
"HEINZ, MATTHEW GERALD",H,AZ,2,DEM,OPEN,2012,male,0,11.66666667,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,88.97,"HEINZ, MATTHEW GERALD"
"KONST, NOMIKI",H,AZ,2,DEM,OPEN,2012,female,1,11.66666667,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,88.97,"KONST, NOMIKI"
"PARRISH, MICHAEL D",H,PA,6,DEM,OPEN,2014,male,0,7.881773399,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,89.07,"PARRISH, MICHAEL D"
"TRIVEDI, MANAN",H,PA,6,DEM,OPEN,2014,male,0,7.881773399,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,89.07,"TRIVEDI, MANAN"
"COSTELLO, RYAN A",H,PA,6,REP,OPEN,2014,male,0,10.34482759,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,89.07,"COSTELLO, RYAN A"
"WILSON, DONALD E JR",H,GA,11,DEM,OPEN,2014,male,0,16.11111111,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.36,"WILSON, DONALD E JR"
"BARR, BOB",H,GA,11,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.36,"BARR, BOB"
"COLLINS, HAYDEN THOMAS JR",H,GA,11,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.36,"COLLINS, HAYDEN THOMAS JR"
"DAVIS, SUSAN MAECHELL",H,GA,11,REP,OPEN,2014,female,1,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.36,"DAVIS, SUSAN MAECHELL"
"LINDSEY, EDWARD H JR",H,GA,11,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.36,"LINDSEY, EDWARD H JR"
"LOUDERMILK, BARRY",H,GA,11,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.36,"LOUDERMILK, BARRY"
"MROZINSKI, LARRY",H,GA,11,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.36,"MROZINSKI, LARRY"
"PRIDEMORE, TRICIA",H,GA,11,REP,OPEN,2014,female,1,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.36,"PRIDEMORE, TRICIA"
"NEVENIC, ANNA",H,CA,41,DEM,OPEN,2012,female,1,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,89.37,"NEVENIC, ANNA"
"TAKANO, MARK",H,CA,41,DEM,OPEN,2012,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,89.37,"TAKANO, MARK"
"PEARNE, GEORGE",H,CA,41,REP,OPEN,2012,male,0,7.5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,89.37,"PEARNE, GEORGE"
"SAWYER, VINCENT PETER",H,CA,41,REP,OPEN,2012,male,0,7.5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,89.37,"SAWYER, VINCENT PETER"
"TAVAGLIONE, JOHN F",H,CA,41,REP,OPEN,2012,male,0,7.5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,89.37,"TAVAGLIONE, JOHN F"
"JENNINGS, CHRISTINE",H,FL,13,DEM,OPEN,2008,female,1,13.33333333,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.43,"JENNINGS, CHRISTINE"
"BLYTHE, STEPHEN LEE",H,FL,15,DEM,OPEN,2008,male,0,13.33333333,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.64,"BLYTHE, STEPHEN LEE"
"HIGGS, NANCY NOEL",H,FL,15,DEM,OPEN,2008,female,1,13.33333333,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.64,"HIGGS, NANCY NOEL"
"RANCATORE, PAUL",H,FL,15,DEM,OPEN,2008,male,0,13.33333333,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.64,"RANCATORE, PAUL"
"BERGMAN, ALAN",H,FL,15,REP,OPEN,2008,male,0,9.166666667,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.64,"BERGMAN, ALAN"
"LEHOULLIER, KEVIN",H,FL,15,REP,OPEN,2008,male,0,9.166666667,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.64,"LEHOULLIER, KEVIN"
"POSEY, BILL",H,FL,15,REP,OPEN,2008,male,0,9.166666667,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.64,"POSEY, BILL"
"GAILLOT, JACQUES RENE JR",H,FL,3,DEM,OPEN,2012,male,0,10,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,89.67,"GAILLOT, JACQUES RENE JR"
"MCCRAY, JOSEPH SR",H,CA,6,REP,OPEN,2012,male,0,7.5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,89.71,"MCCRAY, JOSEPH SR"
"SMITT, ERIK",H,CA,6,REP,OPEN,2012,male,0,7.5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,89.71,"SMITT, ERIK"
"PANETTA, JIMMY",H,CA,20,DEM,OPEN,2016,male,0,13.75,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,90.13,"PANETTA, JIMMY"
"LUCIUS, CASEY",H,CA,20,REP,OPEN,2016,male,0,10,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,90.13,"LUCIUS, CASEY"
"STENDER, LINDA MRS.",H,NJ,7,DEM,OPEN,2008,female,1,22.5,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.38,"STENDER, LINDA MRS."
"AMAR, AMAR DEV",H,NJ,7,REP,OPEN,2008,male,0,10,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.38,"AMAR, AMAR DEV"
"HATFIELD, P KELLY",H,NJ,7,REP,OPEN,2008,female,1,10,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.38,"HATFIELD, P KELLY"
"LANCE, LEONARD",H,NJ,7,REP,OPEN,2008,male,0,10,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.38,"LANCE, LEONARD"
"MARKS, MARTIN L",H,NJ,7,REP,OPEN,2008,male,0,10,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.38,"MARKS, MARTIN L"
"ROUGHNEEN, THOMAS",H,NJ,7,REP,OPEN,2008,male,0,10,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.38,"ROUGHNEEN, THOMAS"
"WHITMAN, KATE",H,NJ,7,REP,OPEN,2008,female,1,10,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.38,"WHITMAN, KATE"
"YOUNG, DARREN",H,NJ,7,REP,OPEN,2008,male,0,10,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.38,"YOUNG, DARREN"
"CARBAJAL, SALUD",H,CA,24,DEM,OPEN,2016,male,0,13.75,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,90.43,"CARBAJAL, SALUD"
"OSHINS, JEFF",H,CA,24,DEM,OPEN,2016,male,0,13.75,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,90.43,"OSHINS, JEFF"
"OSTRANDER, WILLIAM",H,CA,24,DEM,OPEN,2016,male,0,13.75,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,90.43,"OSTRANDER, WILLIAM"
"SCHNEIDER, HELENE",H,CA,24,DEM,OPEN,2016,female,1,13.75,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,90.43,"SCHNEIDER, HELENE"
"ACHADJIAN, KHATCHIK",H,CA,24,REP,OPEN,2016,female,1,10,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,90.43,"ACHADJIAN, KHATCHIK"
"FAREED, JUSTIN",H,CA,24,REP,OPEN,2016,male,0,10,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,90.43,"FAREED, JUSTIN"
"KOKKONEN, MATT",H,CA,24,REP,OPEN,2016,male,0,10,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,90.43,"KOKKONEN, MATT"
"NAUGHTON, SHAUGHNESSY",H,PA,8,DEM,OPEN,2016,male,0,6.896551724,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.48,"NAUGHTON, SHAUGHNESSY"
"SANTARSIERO, STEVEN J",H,PA,8,DEM,OPEN,2016,male,0,6.896551724,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.48,"SANTARSIERO, STEVEN J"
"DUOME, MARC DR.",H,PA,8,REP,OPEN,2016,male,0,11.33004926,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.48,"DUOME, MARC DR."
"FITZPATRICK, BRIAN",H,PA,8,REP,OPEN,2016,male,0,11.33004926,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.48,"FITZPATRICK, BRIAN"
"PETRI, SCOTT",H,PA,8,REP,OPEN,2016,male,0,11.33004926,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.48,"PETRI, SCOTT"
"THOMAS, BRIAN",H,PA,8,REP,OPEN,2016,male,0,11.33004926,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.48,"THOMAS, BRIAN"
"WARREN, ANDREW L",H,PA,8,REP,OPEN,2016,male,0,11.33004926,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,90.48,"WARREN, ANDREW L"
"ADAMS JR., EDDIE",H,FL,14,REP,OPEN,2012,male,0,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90.67,"ADAMS JR., EDDIE"
"BENTON, C DAN",H,FL,14,REP,OPEN,2012,male,0,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90.67,"BENTON, C DAN"
"HALL, TAMMARA A",H,FL,14,REP,OPEN,2012,female,1,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90.67,"HALL, TAMMARA A"
"OWENS, BRIAN",H,FL,14,REP,OPEN,2012,male,0,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90.67,"OWENS, BRIAN"
"SAWYER, JOHN W III",H,FL,14,REP,OPEN,2012,male,0,12.5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90.67,"SAWYER, JOHN W III"
"KILROY, MARY JO",H,OH,15,DEM,OPEN,2008,female,1,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,91.26,"KILROY, MARY JO"
"STIVERS, STEVE",H,OH,15,REP,OPEN,2008,male,0,6.060606061,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,91.26,"STIVERS, STEVE"
"WAGNER, ROBERT M",H,OH,15,REP,OPEN,2008,male,0,6.060606061,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,91.26,"WAGNER, ROBERT M"
"CHAPMAN, DAVE",H,CA,18,DEM,OPEN,2012,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,91.31,"CHAPMAN, DAVE"
"PARKS, WILLIAM RANDLE",H,CA,18,DEM,OPEN,2012,male,0,20,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,91.31,"PARKS, WILLIAM RANDLE"
"BERRYHILL, MICHAEL CLARE SR",H,CA,18,REP,OPEN,2012,male,0,7.5,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,91.31,"BERRYHILL, MICHAEL CLARE SR"
"CALL, JASON",H,NM,1,DEM,OPEN,2008,male,0,14.28571429,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"CALL, JASON"
"CHAVEZ, MARTY",H,NM,1,DEM,OPEN,2012,male,0,17.14285714,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"CHAVEZ, MARTY"
"GRIEGO, ERIC",H,NM,1,DEM,OPEN,2012,male,0,17.14285714,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"GRIEGO, ERIC"
"GRISHAM, MICHELLE",H,NM,1,DEM,OPEN,2012,female,1,17.14285714,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"GRISHAM, MICHELLE"
"GRISHAM, MICHELLE LUJAN",H,NM,1,DEM,OPEN,2008,female,1,14.28571429,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"GRISHAM, MICHELLE LUJAN"
"HEINRICH, MARTIN",H,NM,1,DEM,OPEN,2008,male,0,14.28571429,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"HEINRICH, MARTIN"
"PAEZ, BRYON J",H,NM,1,DEM,OPEN,2008,male,0,14.28571429,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"PAEZ, BRYON J"
"PIDCOCK, ROBERT L",H,NM,1,DEM,OPEN,2008,male,0,14.28571429,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"PIDCOCK, ROBERT L"
"VIGIL-GIRON, REBECCA D",H,NM,1,DEM,OPEN,2008,female,1,14.28571429,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"VIGIL-GIRON, REBECCA D"
"WOLFE, JESSICA LYNN",H,NM,1,DEM,OPEN,2008,female,1,14.28571429,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"WOLFE, JESSICA LYNN"
"ARNOLD-JONES, JANICE E",H,NM,1,REP,OPEN,2012,female,1,11.42857143,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"ARNOLD-JONES, JANICE E"
"CARRARO, JOSEPH J",H,NM,1,REP,OPEN,2008,male,0,17.14285714,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"CARRARO, JOSEPH J"
"LEWIS, DAN",H,NM,1,REP,OPEN,2012,male,0,11.42857143,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"LEWIS, DAN"
"SMITH, GARY",H,NM,1,REP,OPEN,2012,male,0,11.42857143,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"SMITH, GARY"
"WHITE, DARREN P",H,NM,1,REP,OPEN,2008,male,0,17.14285714,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.35,"WHITE, DARREN P"
"HAAS, WILLIAM C",H,MO,2,DEM,OPEN,2012,male,0,14.11042945,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.69,"HAAS, WILLIAM C"
"WEBER, GEORGE D.",H,MO,2,DEM,OPEN,2012,male,0,14.11042945,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.69,"WEBER, GEORGE D."
"WHITFIELD, HAROLD L",H,MO,2,DEM,OPEN,2012,male,0,14.11042945,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.69,"WHITFIELD, HAROLD L"
"WORKS, MARSHALL",H,MO,2,DEM,OPEN,2012,male,0,14.11042945,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.69,"WORKS, MARSHALL"
"BAKER, JAMES O",H,MO,2,REP,OPEN,2012,male,0,11.04294479,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.69,"BAKER, JAMES O"
"JOTTE, RANDALL (RANDY) STEPHEN",H,MO,2,REP,OPEN,2012,male,0,11.04294479,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.69,"JOTTE, RANDALL (RANDY) STEPHEN"
"MORRIS, PATRICK J",H,MO,2,REP,OPEN,2012,male,0,11.04294479,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.69,"MORRIS, PATRICK J"
"WAGNER, ANN L",H,MO,2,REP,OPEN,2012,female,1,11.04294479,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.69,"WAGNER, ANN L"
"KEATING, WILLIAM RICHARD",H,MA,10,DEM,OPEN,2010,male,0,22.5,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,92.18,"KEATING, WILLIAM RICHARD"
"KENNEDY, JAMES EDWARD",H,MA,10,DEM,OPEN,2010,male,0,22.5,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,92.18,"KENNEDY, JAMES EDWARD"
"O'LEARY, ROBERT A",H,MA,10,DEM,OPEN,2010,male,0,22.5,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,92.18,"O'LEARY, ROBERT A"
"HAYDEN, ROBERT E",H,MA,10,REP,OPEN,2010,male,0,1.875,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,92.18,"HAYDEN, ROBERT E"
"KASPEROWICZ, RAYMOND",H,MA,10,REP,OPEN,2010,male,0,1.875,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,92.18,"KASPEROWICZ, RAYMOND"
"MALONE, JOSEPH DANIEL",H,MA,10,REP,OPEN,2010,male,0,1.875,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,92.18,"MALONE, JOSEPH DANIEL"
"PERRY, JEFFREY DAVIS",H,MA,10,REP,OPEN,2010,male,0,1.875,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,92.18,"PERRY, JEFFREY DAVIS"
"CARDWELL, CHARLES PATTESON IV",H,VA,2,REP,OPEN,2016,male,0,4,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,92.57,"CARDWELL, CHARLES PATTESON IV"
"TAYLOR, SCOTT",H,VA,2,REP,OPEN,2016,male,0,4,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,92.57,"TAYLOR, SCOTT"
