"Candidate","House/Senate","State","District","Party","Status","ElectionYear","Gender","GenderVar","PercentWomen","Check Column","PartyVar","_regNewEngland","_regMidAtlantic","_regENCentral","_regWNCentral","_regSouthAtlantic","_regESCentral","_regWSCentral","_regMountainWest","_regPacific","urb_district_id","urbanPercent"
"SIMON, ELLEN","H","AZ","1","DEM","OPEN","2008","female","1","15","democrat","1","0","0","0","0","0","0","0","1","0","AZ12008","55.40"
"SINGER, ALEX CHANNING","H","NV","3","DEM","OPEN","2016","male","0","21.42857143","democrat","1","0","0","0","0","0","0","0","1","0","NV32016","98.33"
"SINK, ALEX","H","FL","13","DEM","OPEN","2014","female","1","13.33333333","democrat","1","0","0","0","0","1","0","0","0","0","FL132014","99.95"
"SINNARD, JEFFREY R","H","OH","2","DEM","OPEN","2008","male","0","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH22008","72.97"
"SKELLY, MARTIN O","H","SC","1","DEM","OPEN","2014","male","0","8.870967742","democrat","1","0","0","0","0","1","0","0","0","0","SC12014","87.49"
"SMITH , KIMBERLEE E.","H","TN","8","DEM","OPEN","2010","female","1","12.12121212","democrat","1","0","0","0","0","0","1","0","0","0","TN82010","47.18"
"SMITH-KEARNEY, VANESSA MCGEE","H","NC","13","DEM","OPEN","2012","female","1","19.16666667","democrat","1","0","0","0","0","1","0","0","0","0","NC132012","73.84"
"SMITH, ALDEN","H","ME","2","DEM","OPEN","2014","male","0","22.51655629","democrat","1","1","0","0","0","0","0","0","0","0","ME22014","27.89"
"SMITH, BERT","H","OK","5","DEM","OPEN","2008","male","0","2.97029703","democrat","1","0","0","0","0","0","0","1","0","0","OK52008","87.53"
"SMITH, DIANE","H","MT","0","DEM","OPEN","2012","female","1","19","democrat","1","0","0","0","0","0","0","0","1","0","MT02012","55.9"
"SMITH, MARC ANTHONY","H","GA","1","DEM","OPEN","2014","male","0","16.11111111","democrat","1","0","0","0","0","1","0","0","0","0","GA12014","70.98"
"SMITH, WAYNE","H","NJ","10","DEM","OPEN","2012","male","0","18.75","democrat","1","0","1","0","0","0","0","0","0","0","NJ102012","100.00"
"SMOOT, SHEILA","H","AL","7","DEM","OPEN","2010","female","1","9.523809524","democrat","1","0","0","0","0","0","1","0","0","0","AL72010","72.28"
"SOL-GUTIERREZ, ANA","H","MD","8","DEM","OPEN","2016","female","1","25.53191489","democrat","1","0","0","0","0","1","0","0","0","0","MD82016","88.08"
"SOLOMON, NORMAN","H","CA","2","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA22012","67.63"
"SOTO, DARREN","H","FL","9","DEM","OPEN","2016","male","0","10.83333333","democrat","1","0","0","0","0","1","0","0","0","0","FL92016","93.95"
"SPEIER, JACKIE","H","CA","12","DEM","OPEN","2008","female","1","21.25","democrat","1","0","0","0","0","0","0","0","0","1","CA122008","99.92"
"SPENCER, SCOTT RICHARD","H","DE","0","DEM","OPEN","2010","male","0","12.19512195","democrat","1","0","0","0","0","1","0","0","0","0","DE02010","83.3"
"STATON, BRENT DAVIS","H","TN","3","DEM","OPEN","2010","male","0","12.12121212","democrat","1","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"STECK, PHILLIP G","H","NY","21","DEM","OPEN","2008","male","0","22.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY212008","84.31"
"STEIN, JOTHAM SHEPARD","H","IL","14","DEM","OPEN","2008","male","0","19.49152542","democrat","1","0","0","1","0","0","0","0","0","0","IL142008","86.21"
"STENDER, LINDA MRS.","H","NJ","7","DEM","OPEN","2008","female","1","22.5","democrat","1","0","1","0","0","0","0","0","0","0","NJ72008","90.38"
"STERN, STEVEN","H","NY","3","DEM","OPEN","2016","male","0","24.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY32016","99.44"
"STILWELL, JEFF","H","WA","7","DEM","OPEN","2016","male","0","19.3877551","democrat","1","0","0","0","0","0","0","0","0","1","WA72016","98.42"
"STRAIT, TERENCE MICHAEL MR JR","H","MD","4","DEM","OPEN","2016","male","0","25.53191489","democrat","1","0","0","0","0","1","0","0","0","0","MD42016","98.57"
"STRIMLING, ETHAN K","H","ME","1","DEM","OPEN","2008","male","0","23.17880795","democrat","1","1","0","0","0","0","0","0","0","0","ME12008","49.44"
"STRITE, DAN","H","OR","1","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","OR12012","86.65"
"STROHMAIER, DAVID JON","H","MT","0","DEM","OPEN","2012","male","0","19","democrat","1","0","0","0","0","0","0","0","1","0","MT02012","55.9"
"STUTZ, ROBERT","H","MT","0","DEM","OPEN","2012","male","0","19","democrat","1","0","0","0","0","0","0","0","1","0","MT02012","55.9"
"SUDDUTH, CHERYL","H","CA","11","DEM","OPEN","2014","female","1","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA112014","99.39"
"SULLIVAN, BRIAN","H","WA","1","DEM","OPEN","2012","male","0","19.3877551","democrat","1","0","0","0","0","0","0","0","0","1","WA12012","95.31"
"SULLIVAN, JOSEPH P","H","NY","21","DEM","OPEN","2008","male","0","22.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY212008","84.31"
"SUMPTION, MILTON J","H","IL","10","DEM","OPEN","2010","male","0","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL102010","99.55"
"SUOZZI, THOMAS MR","H","NY","3","DEM","OPEN","2016","male","0","24.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY32016","99.44"
"SWEETEN, RANCE G RANDY","H","TX","15","DEM","OPEN","2016","male","0","10.66666667","democrat","1","0","0","0","0","0","0","1","0","0","TX152016","86.67"
"SWETT, KATRINA","H","NH","2","DEM","OPEN","2010","female","1","25.25","democrat","1","1","0","0","0","0","0","0","0","0","NH22010","51.83"
"TAJ, SYED DR","H","MI","11","DEM","OPEN","2012","male","0","14.54545455","democrat","1","0","0","1","0","0","0","0","0","0","MI112012","96.96"
"TAKAI, KYLE MARK","H","HI","1","DEM","OPEN","2014","male","0","25.49019608","democrat","1","0","0","0","0","0","0","0","0","1","HI12014","99.73"
"TAKANO, MARK","H","CA","41","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA412012","89.37"
"TATUM, KYEV P., SR.","H","TX","33","DEM","OPEN","2012","male","0","8.666666667","democrat","1","0","0","0","0","0","0","1","0","0","TX332012","99.98"
"TAVIO, AMY LYNN","H","GA","1","DEM","OPEN","2014","female","1","16.11111111","democrat","1","0","0","0","0","1","0","0","0","0","GA12014","70.98"
"TAYLOR, DWAYNE L","H","FL","6","DEM","OPEN","2016","male","0","10.83333333","democrat","1","0","0","0","0","1","0","0","0","0","FL62016","81.66"
"TAYLOR, PRISCILLA ANN","H","FL","18","DEM","OPEN","2016","female","1","10.83333333","democrat","1","0","0","0","0","1","0","0","0","0","FL182016","96.37"
"TEACHOUT, ZEPHYR","H","NY","19","DEM","OPEN","2016","female","1","24.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY192016","36.51"
"TEAGUE, HARRY","H","NM","2","DEM","OPEN","2008","male","0","14.28571429","democrat","1","0","0","0","0","0","0","0","1","0","NM22008","70.82"
"THOMAS, EVAN CHARLES","H","CA","25","DEM","OPEN","2014","male","0","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA252014","94.28"
"THOMAS, WILLIAM JOSEPH","H","IN","9","DEM","OPEN","2016","male","0","12","democrat","1","0","0","1","0","0","0","0","0","0","IN92016","64.45"
"THOMPSON, ROGER","H","IL","5","DEM","OPEN","2010","male","0","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL52010","100.00"
"THORNTON, ALVIN","H","MD","4","DEM","OPEN","2016","male","0","25.53191489","democrat","1","0","0","0","0","1","0","0","0","0","MD42016","98.57"
"TILLMAN, DANNY","H","CA","31","DEM","OPEN","2014","male","0","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA312014","99.44"
"TILLMAN, ROBERT LEON","H","KS","4","DEM","OPEN","2010","male","0","16.8","democrat","1","0","0","0","1","0","0","0","0","0","KS42010","78.90"
"TINKER, NIKKI M","H","TN","9","DEM","OPEN","2008","female","1","10.1010101","democrat","1","0","0","0","0","0","1","0","0","0","TN92008","99.56"
"TITLA, MARY KIM","H","AZ","1","DEM","OPEN","2008","female","1","15","democrat","1","0","0","0","0","0","0","0","1","0","AZ12008","55.40"
"TITUS, DINA","H","NV","1","DEM","OPEN","2012","female","1","26.19047619","democrat","1","0","0","0","0","0","0","0","1","0","NV12012","99.90"
"TODD, BRUCE","H","NJ","3","DEM","OPEN","2014","male","0","20","democrat","1","0","1","0","0","0","0","0","0","0","NJ32014","95.73"
"TODD, MICHAEL","H","OH","16","DEM","OPEN","2008","male","0","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH162008","73.63"
"TONKO, PAUL DAVID","H","NY","21","DEM","OPEN","2008","male","0","22.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY212008","84.31"
"TORRES, NORMA","H","CA","35","DEM","OPEN","2014","female","1","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA352014","99.73"
"TOUEY, ELLEN TERESA","H","PA","7","DEM","OPEN","2010","female","1","5.418719212","democrat","1","0","1","0","0","0","0","0","0","0","PA72010","98.56"
"TOWNSEND, BRYAN","H","DE","0","DEM","OPEN","2016","male","0","17.07317073","democrat","1","0","0","0","0","1","0","0","0","0","DE02016","83.3"
"TRAUNER, GARY S","H","WY","0","DEM","OPEN","2008","male","0","13.33333333","democrat","1","0","0","0","0","0","0","0","1","0","WY02008","64.8"
"TRIVEDI, MANAN","H","PA","6","DEM","OPEN","2014","male","0","7.881773399","democrat","1","0","1","0","0","0","0","0","0","0","PA62014","89.07"
"TROIANI, ANTHONY P","H","TX","34","DEM","OPEN","2012","male","0","8.666666667","democrat","1","0","0","0","0","0","0","1","0","0","TX342012","83.96"
"TRONE, DAVID","H","MD","8","DEM","OPEN","2016","male","0","25.53191489","democrat","1","0","0","0","0","1","0","0","0","0","MD82016","88.08"
"TROTTER, DONNE E","H","IL","2","DEM","OPEN","2014","male","0","25.42372881","democrat","1","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"TUDOR, DOUGLAS DAVID","H","FL","12","DEM","OPEN","2010","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL122010","84.25"
"TURNER, INGRID","H","MD","4","DEM","OPEN","2016","female","1","25.53191489","democrat","1","0","0","0","0","1","0","0","0","0","MD42016","98.57"
"VAN HAAFTEN, WILLIAM TRENT","H","IN","8","DEM","OPEN","2010","male","0","13","democrat","1","0","0","1","0","0","0","0","0","0","IN82010","58.10"
"VARGAS, JUAN C.","H","CA","51","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA512012","95.64"
"VARTANIAN, JOEY","H","IL","5","DEM","OPEN","2010","male","0","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL52010","100.00"
"VASQUEZ, ISRAEL C","H","IL","5","DEM","OPEN","2010","male","0","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL52010","100.00"
"VEASEY, MARC ALLISON","H","TX","33","DEM","OPEN","2012","male","0","8.666666667","democrat","1","0","0","0","0","0","0","1","0","0","TX332012","99.98"
"VEREEN, RODERICK D","H","FL","17","DEM","OPEN","2010","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL172010","100.00"
"VERNON, MONICA W","H","IA","1","DEM","OPEN","2014","female","1","19","democrat","1","0","0","0","1","0","0","0","0","0","IA12014","62.94"
"VERSACE, RICHARD","H","IL","18","DEM","OPEN","2008","male","0","19.49152542","democrat","1","0","0","1","0","0","0","0","0","0","IL182008","67.84"
"VIEYRA, ANTHONY W.","H","CA","35","DEM","OPEN","2014","male","0","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA352014","99.73"
"VIGIL-GIRON, REBECCA D","H","NM","1","DEM","OPEN","2008","female","1","14.28571429","democrat","1","0","0","0","0","0","0","0","1","0","NM12008","91.35"
"VILELLO, RICHARD PAUL JR","H","PA","5","DEM","OPEN","2008","male","0","5.418719212","democrat","1","0","1","0","0","0","0","0","0","0","PA52008","46.03"
"VISE, AVERY","H","AL","6","DEM","OPEN","2014","male","0","8.571428571","democrat","1","0","0","0","0","0","1","0","0","0","AL62014","69.17"
"WADE, FRANK","H","CA","12","DEM","OPEN","2008","male","0","21.25","democrat","1","0","0","0","0","0","0","0","0","1","CA122008","99.92"
"WALKER, KIMBERLY H MS","H","FL","13","DEM","OPEN","2016","female","1","10.83333333","democrat","1","0","0","0","0","1","0","0","0","0","FL132016","99.95"
"WALKINSHAW, BRADY PINERO","H","WA","7","DEM","OPEN","2016","male","0","19.3877551","democrat","1","0","0","0","0","0","0","0","0","1","WA72016","98.42"
"WALLACE, DEBBIE D","H","WA","3","DEM","OPEN","2010","female","1","21.42857143","democrat","1","0","0","0","0","0","0","0","0","1","WA32010","70.84"
"WALLACE, ROB","H","OK","2","DEM","OPEN","2012","male","0","3.96039604","democrat","1","0","0","0","0","0","0","1","0","0","OK22012","35.51"
"WALTERS, EDDISON T","H","AL","7","DEM","OPEN","2010","male","0","9.523809524","democrat","1","0","0","0","0","0","1","0","0","0","AL72010","72.28"
"WARD, JASON","H","MT","0","DEM","OPEN","2012","male","0","19","democrat","1","0","0","0","0","0","0","0","1","0","MT02012","55.9"
"WASHINGTON, JOYCE","H","IL","2","DEM","OPEN","2014","female","1","25.42372881","democrat","1","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"WATERWORTH, STEVE","H","IL","18","DEM","OPEN","2012","male","0","23.72881356","democrat","1","0","0","1","0","0","0","0","0","0","IL182012","67.84"
"WEBER, GEORGE D.","H","MO","2","DEM","OPEN","2012","male","0","14.11042945","democrat","1","0","0","0","0","0","0","0","0","0","MO22012","91.69"
"WEBER, JERRY","H","IL","11","DEM","OPEN","2008","male","0","19.49152542","democrat","1","0","0","1","0","0","0","0","0","0","IL112008","78.11"
"WEGMAN, GARY","H","PA","16","DEM","OPEN","2016","male","0","6.896551724","democrat","1","0","1","0","0","0","0","0","0","0","PA162016","85.47"
"WEIRAUCH, ROBIN","H","OH","5","DEM","OPEN","2008","female","1","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH52008","48.81"
"WEISSER, MIKEL L","H","AZ","4","DEM","OPEN","2012","male","0","11.66666667","democrat","1","0","0","0","0","0","0","0","1","0","AZ42012","99.59"
"WEPRIN, DAVID I","H","NY","9","DEM","OPEN","2012","male","0","19.33333333","democrat","1","0","1","0","0","0","0","0","0","0","NY92012","100.00"
"WERDER, HAROLD DAVID","H","FL","5","DEM","OPEN","2010","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL52010","64.33"
"WHEELER, THOMAS J.","H","OH","11","DEM","OPEN","2008","male","0","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH112008","100.00"
"WHITAKER, DAVID JEFFREY","H","AR","3","DEM","OPEN","2010","male","0","16","democrat","1","0","0","0","0","0","0","1","0","0","AR32010","54.39"
"WHITFIELD, HAROLD L","H","MO","2","DEM","OPEN","2012","male","0","14.11042945","democrat","1","0","0","0","0","0","0","0","0","0","MO22012","91.69"
"WIEZER, KENNETH CHARLES BUD","H","IL","12","DEM","OPEN","2012","male","0","23.72881356","democrat","1","0","0","1","0","0","0","0","0","0","IL122012","76.73"
"WILCOX, MARY ROSE","H","AZ","7","DEM","OPEN","2014","female","1","18.33333333","democrat","1","0","0","0","0","0","0","0","1","0","AZ72014","99.93"
"WILLIAMS, ANDRE LEWIS","H","FL","17","DEM","OPEN","2010","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL172010","100.00"
"WILLIAMS, CLYDE EDWARD JR.","H","NY","13","DEM","OPEN","2016","male","0","24.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY132016","100.00"
"WILLIAMS, MICHAEL J","H","CT","5","DEM","OPEN","2012","male","0","21.19205298","democrat","1","1","0","0","0","0","0","0","0","0","CT52012","85.80"
"WILLIAMS, PAUL IVORY","H","TX","15","DEM","OPEN","2016","male","0","10.66666667","democrat","1","0","0","0","0","0","0","1","0","0","TX152016","86.67"
"WILLIAMS, PETER","H","LA","6","DEM","OPEN","2014","male","0","8.571428571","democrat","1","0","0","0","0","0","0","1","0","0","LA62014","78.12"
"WILLS, ROBERT DALE JR","H","AR","2","DEM","OPEN","2010","male","0","16","democrat","1","0","0","0","0","0","0","1","0","0","AR22010","66.20"
"WILMER, FRANKE","H","MT","0","DEM","OPEN","2012","female","1","19","democrat","1","0","0","0","0","0","0","0","1","0","MT02012","55.9"
"WILSON, DONALD E JR","H","GA","11","DEM","OPEN","2014","male","0","16.11111111","democrat","1","0","0","0","0","1","0","0","0","0","GA112014","89.36"
"WILSON, ED","H","CA","37","DEM","OPEN","2008","male","0","21.25","democrat","1","0","0","0","0","0","0","0","0","1","CA372008","100.00"
"WILSON, FREDERICA S","H","FL","17","DEM","OPEN","2010","female","1","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL172010","100.00"
"WINOGRAD, MARCY","H","CA","36","DEM","OPEN","2012","female","1","20","democrat","1","0","0","0","0","0","0","0","0","1","CA362012","100.00"
"WITHINGTON, RICHARD B  ''DICK''","H","SC","1","DEM","OPEN","2010","male","0","6.451612903","democrat","1","0","0","0","0","1","0","0","0","0","SC12010","78.44"
"WITT, BRADLEY K","H","OR","1","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","OR12012","86.65"
"WITT, JAMES LEE","H","AR","4","DEM","OPEN","2014","male","0","7","democrat","1","0","0","0","0","0","0","1","0","0","AR42014","40.83"
"WIVIOTT, DON","H","NM","3","DEM","OPEN","2008","male","0","14.28571429","democrat","1","0","0","0","0","0","0","0","1","0","NM32008","62.70"
"WOLFE, JESSICA LYNN","H","NM","1","DEM","OPEN","2008","female","1","14.28571429","democrat","1","0","0","0","0","0","0","0","1","0","NM12008","91.35"
"WOLFE, JOHN","H","TN","3","DEM","OPEN","2010","male","0","12.12121212","democrat","1","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"WOLFGRAM, JOHN","H","CA","4","DEM","OPEN","2008","male","0","21.25","democrat","1","0","0","0","0","0","0","0","0","1","CA42008","67.39"
"WONG, MARGARITA MARIE","H","CA","32","DEM","OPEN","2010","female","1","20","democrat","1","0","0","0","0","0","0","0","0","1","CA322010","99.97"
"WOOLEVER, F DAVID","H","OH","7","DEM","OPEN","2008","male","0","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH72008","71.27"
"WOOLF, AARON","H","NY","21","DEM","OPEN","2014","male","0","20","democrat","1","0","1","0","0","0","0","0","0","0","NY212014","42.30"
"WOOLRIDGE, TYMOTHE (TIM) LYNN","H","AR","1","DEM","OPEN","2010","male","0","16","democrat","1","0","0","0","0","0","0","1","0","0","AR12010","44.64"
"WORKS, MARSHALL","H","MO","2","DEM","OPEN","2012","male","0","14.11042945","democrat","1","0","0","0","0","0","0","0","0","0","MO22012","91.69"
"WORZALA, DAVID JOHN","H","WI","2","DEM","OPEN","2012","male","0","16.16161616","democrat","1","0","0","1","0","0","0","0","0","0","WI22012","75.65"
"WRIGHT, CATHY","H","NJ","10","DEM","OPEN","2012","female","1","18.75","democrat","1","0","1","0","0","0","0","0","0","0","NJ102012","100.00"
"WRIGHT, KEITH L T","H","NY","13","DEM","OPEN","2016","male","0","24.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY132016","100.00"
"WYDERSKI, RICHARD J","H","OH","7","DEM","OPEN","2008","male","0","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH72008","71.27"
"XIAN, KATHRYN","H","HI","1","DEM","OPEN","2014","female","1","25.49019608","democrat","1","0","0","0","0","0","0","0","0","1","HI12014","99.73"
