lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_cit,can_sta,can_zip,year
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IL04065&tabIndex=1,H0IL04065,"BURNS, ROBERT J.",H,IL,4,GRE,CHALLENGER,CHICAGO,IL,60622,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0PA12090&tabIndex=1,H0PA12090,"BURNS, TIMOTHY RAYMOND",H,PA,12,REP,CHALLENGER,EIGHTY FOUR,PA,15330,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2FL00243&tabIndex=1,S2FL00243,"BURNS, WILLIAM",S,FL,0,CRV,CHALLENGER,CRESTVIEW,,,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0WA00373&tabIndex=1,S0WA00373,"BURR, BOB",S,WA,0,DEM,CHALLENGER,BELLINGHAM,WA,98229,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4NC00089&tabIndex=1,S4NC00089,"BURR, RICHARD",S,NC,0,REP,INCUMBENT,WINSTON-SALEM,NC,27113,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0MA00133&tabIndex=1,S0MA00133,"BURR, ROBERT E JR",S,MA,0,REP,OPEN,CANTON,MA,2021,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO09176&tabIndex=1,H0MO09176,"BURRUS, RON",H,MO,9,NNE,CHALLENGER,.,MO,,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NH02256&tabIndex=1,H0NH02256,"BURTON , RAYMOND S.",H,NH,2,REP,OPEN,BATH,NH,3740,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IN06023&tabIndex=1,H2IN06023,"BURTON, DANNY L",H,IN,5,REP,INCUMBENT,INDIANAPOLIS,IN,46250,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0ID02095&tabIndex=1,H0ID02095,"BURTON, KATHERINE",H,ID,2,REP,CHALLENGER,BOISE,ID,83703,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MN08149&tabIndex=1,H0MN08149,"BURTON, RICHARD (GEORGE)",H,MN,8,CON,CHALLENGER,BRAINERD,MN,56401,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0SC01212&tabIndex=1,H0SC01212,"BURTON, ROBERT",H,SC,1,DEM,OPEN,MT PLEASANT,SC,29464,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX13079&tabIndex=1,H0TX13079,"BURWELL, JOHN T JR",H,TX,13,LIB,CHALLENGER,ABILENE,TX,79604,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA50055&tabIndex=1,H4CA50055,"BUSBY, FRANCINE P",H,CA,50,DEM,CHALLENGER,CARDIFF,CA,92007,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL17142&tabIndex=1,H0FL17142,"BUSH, JAMES III",H,FL,17,DEM,OPEN,MIAMI,FL,33142,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TN06315&tabIndex=1,H0TN06315,"BUTLER , DEVORE E.",H,TN,6,DEM,OPEN,MURFREESBORO,TN,37130,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL08133&tabIndex=1,H0FL08133,"BUTLER, KEVIN MICHAEL",H,FL,8,REP,CHALLENGER,ORLANDO,FL,32835,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA26095&tabIndex=1,H0CA26095,"BUTLER, MARK",H,CA,26,REP,CHALLENGER,RANCHO CUCAMONGA,CA,91701,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NC01046&tabIndex=1,H4NC01046,"BUTTERFIELD, G K",H,NC,1,DEM,INCUMBENT,WILSON,NC,27893,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MN07059&tabIndex=1,H0MN07059,"BYBERG, VIDAR",H,MN,7,REP,CHALLENGER,WILLMAR,MN,56201,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IL10286&tabIndex=1,H0IL10286,"CADIGAN, WILLIAM J",H,IL,10,REP,OPEN,WINNETKA,IL,60093,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OH06197&tabIndex=1,H0OH06197,"CADLE, RICHARD E",H,OH,6,CST,CHALLENGER,NORTH JACKSON,OH,44451,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0VT00130&tabIndex=1,S0VT00130,"CAIN, STEPHEN J.",S,VT,0,IND,CHALLENGER,BURLINGTON,VT,5401,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NY15145&tabIndex=1,H0NY15145,"CALERO, ROGER",H,NY,15,SWP,CHALLENGER,BRONX,NY,10451,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0CT00094&tabIndex=1,S0CT00094,"CALIGIURI, SAM",S,CT,0,REP,OPEN,SOUTHINGTON,CT,6489,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CT05176&tabIndex=1,H0CT05176,"CALIGIURI, SAM",H,CT,5,REP,CHALLENGER,WATERBURY,CT,6705,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0PA15101&tabIndex=1,H0PA15101,"CALLAHAN, JOHN BURK",H,PA,15,DEM,CHALLENGER,BETHLEHEM,PA,18017,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA37023&tabIndex=1,H2CA37023,"CALVERT, KEN",H,CA,44,REP,INCUMBENT,CORONA,CA,92882,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6OK05228&tabIndex=1,H6OK05228,"CALVEY, KEVIN",H,OK,5,REP,OPEN,OKLAHOMA CITY,OK,73120,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MP03018&tabIndex=1,H0MP03018,"CAMACHO, JOSEPH JAMES NORITA",H,MP,0,OTH,CHALLENGER,SAIPAN,MP,96950,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI10071&tabIndex=1,H0MI10071,"CAMP, DAVID LEE",H,MI,4,REP,INCUMBENT,Midland,MI,48642,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CO07018&tabIndex=1,H0CO07018,"CAMPBELL, BRIAN T SR",H,CO,7,REP,CHALLENGER,ARVADA,CO,80004,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0SC01188&tabIndex=1,H0SC01188,"CAMPBELL, CARROLL A III",H,SC,1,REP,OPEN,CHARLESTON,SC,29401,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX25073&tabIndex=1,H0TX25073,"CAMPBELL, DONNA DR.",H,TX,25,REP,CHALLENGER,COLUMBUS,TX,78934,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MI09084&tabIndex=1,H8MI09084,"CAMPBELL, DOUGLAS",H,MI,9,GRE,CHALLENGER,FERNDALE,MI,48220,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0DE00118&tabIndex=1,H0DE00118,"CAMPBELL, DOUGLAS ALLEN JR",H,DE,0,CON,OPEN,TOWNSEND,DE,19734,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI04090&tabIndex=1,H0MI04090,"CAMPBELL, JERRY MELVIN",H,MI,4,DEM,CHALLENGER,ST HELEN,MI,48656,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA48039&tabIndex=1,H6CA48039,"CAMPBELL, JOHN BT III",H,CA,48,REP,INCUMBENT,IRVINE,CA,926030307,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IA05092&tabIndex=1,H0IA05092,"CAMPBELL, MATTHEW",H,IA,5,DEM,CHALLENGER,MANNING,IA,51455,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IN04156&tabIndex=1,H4IN04156,"CAMPBELL, MIKE",H,IN,4,REP,OPEN,WILLIAMSBURG,IN,47393,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL24056&tabIndex=1,H0FL24056,"CAMPBELL, SEAN FIELD",H,FL,24,REP,CHALLENGER,MERRITT ISLAND,FL,32954,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IL16176&tabIndex=1,H0IL16176,"CAMPBELL, TERRY G.",H,IL,16,GRE,CHALLENGER,ROCKFORD,IL,61107,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX22127&tabIndex=1,H6TX22127,"CAMPBELL, THOMAS",H,TX,22,REP,CHALLENGER,SUFAR LAND,TX,77487,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WA09036&tabIndex=1,H0WA09036,"CAMPBELL, THOMAS J",H,WA,9,REP,CHALLENGER,SPANAWAY,WA,98387,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2CA00351&tabIndex=1,S2CA00351,"CAMPBELL, TOM",S,CA,0,REP,CHALLENGER,IRVINE,CA,92602,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NY29070&tabIndex=1,H0NY29070,"CAMPINI, ANGELO",H,NY,29,REP,OPEN,W HENRIETTA,NY,14586,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL25053&tabIndex=1,H0FL25053,"CANCIO, MARIANA MARILI",H,FL,25,REP,OPEN,MEDLEY,FL,33178,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO02247&tabIndex=1,H0MO02247,"CANNON, PATRICK M",H,MO,2,NNE,CHALLENGER,.,MO,,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4TX28046&tabIndex=1,H4TX28046,"CANSECO, FRANCISCO 'QUICO'",H,TX,23,REP,CHALLENGER,SAN ANTONIO,TX,78230,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CO06069&tabIndex=1,H0CO06069,"CANTER, DAVID",H,CO,6,DEM,CHALLENGER,HIGHLANDS RANCH,CO,80139,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0VA07042&tabIndex=1,H0VA07042,"CANTOR, ERIC",H,VA,7,REP,INCUMBENT,Glen Allen,VA,23059,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL01104&tabIndex=1,H0FL01104,"CANTRELL, JOSEPH HENRY JR",H,FL,1,IND,CHALLENGER,PACE,FL,32571,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NY01152&tabIndex=1,H0NY01152,"CANTWELL, CHRISTOPHER CHARLES",H,NY,1,REP,CHALLENGER,STONY BROOK,NY,11790,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA02112&tabIndex=1,H8LA02112,"CAO, ANH 'JOSEPH'",H,LA,2,REP,INCUMBENT,NEW ORLEANS,LA,70129,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6RI01104&tabIndex=1,H6RI01104,"CAPALBO, KENNETH A.",H,RI,1,IND,OPEN,KINGSTOWN,RI,2879,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WV02138&tabIndex=1,H0WV02138,"CAPITO, SHELLEY MOORE MS.",H,WV,2,REP,INCUMBENT,CHARLESTON,WV,25314,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AZ00191&tabIndex=1,S6AZ00191,"CAPLETTE, RAY",S,AZ,0,UNK,CHALLENGER,PHOENIX,AZ,85013,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IL05146&tabIndex=1,H0IL05146,"CAPPARELLI, CARY",H,IL,5,DEM,OPEN,CHICAGO,IL,60631,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA22089&tabIndex=1,H8CA22089,"CAPPS, LOIS G",H,CA,23,DEM,INCUMBENT,SANTA BARBARA,CA,93101,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MA08071&tabIndex=1,H8MA08071,"CAPUANO, MICHAEL E",H,MA,8,DEM,INCUMBENT,SOMERVILLE,MA,2145,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0MA00117&tabIndex=1,S0MA00117,"CAPUANO, MICHAEL E",S,MA,0,DEM,OPEN,SOMERVILLE,MA,2145,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NJ01150&tabIndex=1,H8NJ01150,"CARAMANNA, JOHN",H,NJ,1,DEM,CHALLENGER,BLACKWOOD,NJ,8012,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MD02149&tabIndex=1,H0MD02149,"CARDARELLI, MARCELO GABRIEL",H,MD,2,REP,CHALLENGER,LUTHERVILLE,MD,21093,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA18056&tabIndex=1,H2CA18056,"CARDOZA, DENNIS",H,CA,18,DEM,INCUMBENT,Merced,CA,95340,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0PA08155&tabIndex=1,H0PA08155,"CARLINEO, GLORIA",H,PA,8,REP,CHALLENGER,DOYLESTOWN,PA,18902,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OH18069&tabIndex=1,H0OH18069,"CARLISLE, PATRICK T",H,OH,18,REP,CHALLENGER,NEWARK,OH,43056,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI07069&tabIndex=1,H0MI07069,"CARLSON, MARVIN ERNEST",H,MI,7,REP,CHALLENGER,MANCHESTER,MI,48158,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MN04163&tabIndex=1,H0MN04163,"CARLSON, STEPHEN W (STEVE CARLSON)",H,MN,4,IND,CHALLENGER,SAINT PAUL,MN,55102,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0AZ08049&tabIndex=1,H0AZ08049,"CARLSON, THOMAS A JR",H,AZ,8,REP,CHALLENGER,TUCSON,AZ,85742,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WA02163&tabIndex=1,H0WA02163,"CARMACK, JOHN",H,WA,2,REP,CHALLENGER,BELLINGHAM,WA,98225,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MO00297&tabIndex=1,S6MO00297,"CARNAHAN, ROBIN",S,MO,0,DEM,OPEN,ST LOUIS,MO,63119,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO00019&tabIndex=1,H0MO00019,"CARNAHAN, RUSS",H,MO,3,DEM,INCUMBENT,ST LOUIS,MO,63104,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA10109&tabIndex=1,H6PA10109,"CARNEY, CHRISTOPHER P",H,PA,10,DEM,INCUMBENT,Clarks Summit,PA,18411,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0DE01017&tabIndex=1,H0DE01017,"CARNEY, JOHN CHARLES JR",H,DE,0,DEM,OPEN,WILMINGTON,DE,19802,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MD03113&tabIndex=1,H0MD03113,"CARNEY, THOMAS KEVIN",H,MD,3,REP,CHALLENGER,BALTIMORE,MD,21212,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0OR00238&tabIndex=1,S0OR00238,"CARPENTER, SAMUEL S",S,OR,0,REP,CHALLENGER,BEND,OR,97702,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY11055&tabIndex=1,H8NY11055,"CARR, HUGH C.",H,NY,11,REP,CHALLENGER,BROOKLYN,NY,11225,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0VA09113&tabIndex=1,H0VA09113,"CARR, WILLIAM R.",H,VA,9,REP,CHALLENGER,ARARAT,VA,24053,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2CA00591&tabIndex=1,S2CA00591,"CARROLL, JERRY LEON",S,CA,0,W,CHALLENGER,STOCKTON ,CA,95208,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN07184&tabIndex=1,H8IN07184,"CARSON, ANDRE",H,IN,7,DEM,INCUMBENT,Indianapolis,IN,46206,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4OK00133&tabIndex=1,S4OK00133,"CARSON, BRAD R",S,OK,0,DEM,CHALLENGER,CLAREMORE,OK,,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TN06273&tabIndex=1,H0TN06273,"CARTER, BRETT RYAN",H,TN,6,DEM,OPEN,NASHVILLE,TN,37206,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CT05135&tabIndex=1,H0CT05135,"CARTER, DANIEL E",H,CT,5,REP,CHALLENGER,WATERBURY,CT,6703,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2RI01160&tabIndex=1,H2RI01160,"CARTER, FRANK",H,RI,1,IND,OPEN,PAWTUCKET,RI,2860,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0HI00167&tabIndex=1,S0HI00167,"CARTER, JERRY (JD) COL",S,HI,0,IND,CHALLENGER,HONOLULU,HI,96701,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0NV00211&tabIndex=1,S0NV00211,"CARTER, JERRY DEAN",S,NV,0,IND,CHALLENGER,BOISE,ID,,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NC01077&tabIndex=1,H0NC01077,"CARTER, JOHN",H,NC,1,REP,CHALLENGER,WILSON,NC,27893,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX31044&tabIndex=1,H2TX31044,"CARTER, JOHN R.",H,TX,31,REP,INCUMBENT,Round Rock,TX,78664,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0GA04072&tabIndex=1,H0GA04072,"CARTER, LISBETH 'LIZ'",H,GA,4,REP,CHALLENGER,ATLANTA,GA,30345,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0AK00154&tabIndex=1,S0AK00154,"CARTER, ROBERT TIMOTHY",S,AK,0,OTH,CHALLENGER,GIRDWOOD,AK,99587,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WI04082&tabIndex=1,H0WI04082,"CARTER, SAMANTHA LEE",H,WI,4,IND,CHALLENGER,MILWAUKEE,WI,53210,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2HI02128&tabIndex=1,H2HI02128,"CASE, EDWARD ESPENETT",H,HI,1,DEM,OPEN,KANGOHE,HI,96744,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6LA04054&tabIndex=1,H6LA04054,"CASH, ARTIS",H,LA,4,OTH,CHALLENGER,SHREVEPORT,LA,71106,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0SC03093&tabIndex=1,H0SC03093,"CASH, RICHARD JAMES",H,SC,3,REP,OPEN,EASLEY,SC,29642,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA00017&tabIndex=1,H8LA00017,"CASSIDY, WILLIAM",H,LA,6,REP,INCUMBENT,BATON ROUGE,LA,70802,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA30121&tabIndex=1,H0CA30121,"CASTALDO, RICHARD R",H,CA,30,PAF,CHALLENGER,LOS ANGELES,CA,90004,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL11178&tabIndex=1,H0FL11178,"CASTELLANO, THOMAS C",H,FL,11,REP,CHALLENGER,TAMPA,FL,33607,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WA03138&tabIndex=1,H0WA03138,"CASTILLO, DAVID B",H,WA,3,REP,OPEN,EAST OLYMPIA,WA,98540,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0DE00068&tabIndex=1,S0DE00068,"CASTLE, MICHAEL N",S,DE,0,REP,OPEN,WILMINGTON,DE,19806,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL11126&tabIndex=1,H6FL11126,"CASTOR, KATHY",H,FL,11,DEM,INCUMBENT,TAMPA,FL,33606,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0GA10228&tabIndex=1,H0GA10228,"CATES, CHRISTOPHER U MD",H,GA,9,REP,CHALLENGER,BLAIRSVILLE,GA,30512,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0AR01109&tabIndex=1,H0AR01109,"CAUSEY, CHAD",H,AR,1,DEM,OPEN,JONESBORO,AR,72401,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NC03115&tabIndex=1,H0NC03115,"CAVANAUGH, BOB",H,NC,3,REP,CHALLENGER,NEWPORT,NC,28570,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4HI00102&tabIndex=1,S4HI00102,"CAVASSO, CAMPBELL",S,HI,0,REP,CHALLENGER,WAIAMANALO,HI,96795,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MI10177&tabIndex=1,H6MI10177,"CAVENY, CANDACE RUTH",H,MI,10,GRE,CHALLENGER,LAPEER,MI,48446,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NY19162&tabIndex=1,H0NY19162,"CAVERE, KRISTIA NATALIA",H,NY,19,REP,CHALLENGER,TUXEDO,NY,10987,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MN05137&tabIndex=1,H0MN05137,"CAVLAN, MICHAEL J",H,MN,5,OTH,CHALLENGER,MINNEAPOLIS,MN,55407,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NC12074&tabIndex=1,H0NC12074,"CECIL, LON VERNON",H,NC,12,LIB,CHALLENGER,HIGH POINT,NC,272657243,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA32127&tabIndex=1,H0CA32127,"CEDILLO, GILBERT",H,CA,32,DEM,OPEN,BURBANK,CA,91502,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0PA12157&tabIndex=1,H0PA12157,"CERNIC, ED JR",H,PA,12,DEM,OPEN,JOHNSTOWN,PA,159061142,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH01043&tabIndex=1,H8OH01043,"CHABOT, STEVE",H,OH,1,REP,CHALLENGER,CINCINNATI,OH,45211,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0NV00179&tabIndex=1,S0NV00179,"CHACHAS, JOHN GREGORY",S,NV,0,REP,CHALLENGER,ELY,NV,89301,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0ID01261&tabIndex=1,H0ID01261,"CHADWICK, MICHAEL L",H,ID,1,REP,CHALLENGER,POST FALLS,ID,83877,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MD05142&tabIndex=1,H0MD05142,"CHAFFE, CHRIS",H,MD,5,REP,CHALLENGER,PRINCE FREDERICK,MD,20678,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03089&tabIndex=1,H8UT03089,"CHAFFETZ, JASON",H,UT,3,REP,INCUMBENT,Alpine,UT,84004,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0AL07177&tabIndex=1,H0AL07177,"CHAMBERLAIN, DONALD NORWOOD",H,AL,7,REP,OPEN,SELMA,AL,36701,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4KY06072&tabIndex=1,H4KY06072,"CHANDLER, A.B. III",H,KY,6,DEM,INCUMBENT,Lexington,KY,40583,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA17169&tabIndex=1,H0CA17169,"CHANDLER, WILLIAM THARON",H,CA,17,IND,CHALLENGER,CAPITOLA,CA,95010,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA14075&tabIndex=1,H0CA14075,"CHAPMAN, DAVE",H,CA,14,REP,CHALLENGER,PALO ALTO,CA,94302,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NJ01192&tabIndex=1,H8NJ01192,"CHAPMAN, MARGARET M",H,NJ,1,OTH,CHALLENGER,BERLIN,NJ,8009,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX01090&tabIndex=1,H0TX01090,"CHARLES F III, PARKES",H,TX,1,LIB,CHALLENGER,BULLARD,TX,75757,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0AZ03420&tabIndex=1,H0AZ03420,"CHARLES, ROBERT LINCOLN",H,AZ,3,REP,OPEN,PHOENIX,AZ,85068,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0LA00204&tabIndex=1,S0LA00204,"CHAUVIN, NEESON J. JR.",S,LA,0,DEM,CHALLENGER,CARENCRO,LA,70520,2010
