lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_cit,can_sta,can_zip,year
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0WI00189&tabIndex=1,S0WI00189,"LEINENKUGEL, RICHARD JON",S,WI,0,REP,CHALLENGER,MENOMONEE FALLS,WI,53051,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NY08074&tabIndex=1,H0NY08074,"LEINER, STEVEN ARI-Z",H,NY,8,IND,CHALLENGER,NEW YORK CITY,NY,10019,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0NY00535&tabIndex=1,S0NY00535,"LEINER, STEVEN ARIZ",S,NY,0,IND,CHALLENGER,NEW YORK CITY,NY,10019,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TN02082&tabIndex=1,H0TN02082,"LEINWEBER, JOSEPH R. JR.",H,TN,2,IND,CHALLENGER,KNOXVILLE,TN,37931,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TN06281&tabIndex=1,H0TN06281,"LEMING, BENJAMIN T",H,TN,6,DEM,OPEN,MURFREESBORO,TN,37130,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI13380&tabIndex=1,H0MI13380,"LEMMONS, LAMAR",H,MI,,DEM,CHALLENGER,DETROIT,MI,48224,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IA04103&tabIndex=1,H0IA04103,"LENSING , DAN",H,IA,4,OTH,CHALLENGER,FORT ATKINSON,IA,52144,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA07097&tabIndex=1,H6PA07097,"LENTZ, BRYAN ROY",H,PA,7,DEM,OPEN,MEDIA,PA,19063,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0WA00365&tabIndex=1,S0WA00365,"LEONARD, SCHALK",S,WA,0,NNE,CHALLENGER,POULSBO,WA,98370,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX28203&tabIndex=1,H8TX28203,"LEONE, ROSS LYNN",H,TX,28,LIB,CHALLENGER,SEGUIN,TX,78155,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0LA03166&tabIndex=1,H0LA03166,"LEOPOLD, CHRIS",H,LA,3,REP,OPEN,BELLE CHASSE,LA,70037,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MA09043&tabIndex=1,H0MA09043,"LEPOR, KEITH PHILIP",H,MA,9,REP,CHALLENGER,BOSTON,MA,2131,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NV03041&tabIndex=1,H0NV03041,"LEUTWYLER, BRAD LORD",H,NV,3,REP,CHALLENGER,HENDERSON,NV,89074,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI05097&tabIndex=1,H0MI05097,"LEVELS, JOSEPH",H,MI,5,TX,CHALLENGER,FLINT,MI,48507,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WV01098&tabIndex=1,H0WV01098,"LEVENSON, PATRICIA VANGILDER",H,WV,1,REP,CHALLENGER,WHEELING,WV,26003,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0ME02059&tabIndex=1,H0ME02059,"LEVESQUE, JASON JOHN",H,ME,2,REP,CHALLENGER,AUBURN,ME,4210,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0AR02172&tabIndex=1,H0AR02172,"LEVI, LANCE",H,AR,2,IND,OPEN,LITTLE ROCK,AR,72225,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MI17023&tabIndex=1,H2MI17023,"LEVIN, SANDER M MR",H,MI,12,DEM,INCUMBENT,Roseville,MI,48066,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0VA10087&tabIndex=1,H0VA10087,"LEWIS, DELMAR PATRICK",H,VA,10,DEM,CHALLENGER,MCLEAN,VA,22102,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA37079&tabIndex=1,H8CA37079,"LEWIS, JERRY",H,CA,41,REP,INCUMBENT,Redlands,CA,92373,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6GA05217&tabIndex=1,H6GA05217,"LEWIS, JOHN R.",H,GA,5,DEM,INCUMBENT,Atlanta,GA,30331,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0NC00152&tabIndex=1,S0NC00152,"LEWIS, KENNETH WINSTEAD",S,NC,0,DEM,CHALLENGER,DURHAM,NC,27713,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MA10132&tabIndex=1,H0MA10132,"LEWIS, MARYANNE",H,MA,10,IND,CHALLENGER,SCITUATE,MA,2066,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN01096&tabIndex=1,H8IN01096,"LEYVA, MARK J",H,IN,1,REP,CHALLENGER,HIGHLAND,IN,46322,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA42175&tabIndex=1,H0CA42175,"LIBERATORE, PHILIP LAURENCE",H,CA,42,REP,CHALLENGER,WHITTIER,CA,90605,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO02213&tabIndex=1,H0MO02213,"LIEBER, ARTHUR HENRY",H,MO,2,DEM,CHALLENGER,ST LOUIS,MO,63141,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OH18085&tabIndex=1,H0OH18085,"LIGGETT, HOMBRE MICHAEL",H,OH,18,REP,CHALLENGER,DOVER,OH,446227717,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0VA09063&tabIndex=1,H0VA09063,"LIGHT, ADAM N",H,VA,9,REP,CHALLENGER,CEDAR BLUFF,VA,24609,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8CA00283&tabIndex=1,S8CA00283,"LIGHTFOOT, GAIL K",S,CA,0,LIB,CHALLENGER,ARROYO GRANDE,CA,93420,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4KS03113&tabIndex=1,H4KS03113,"LIGHTNER, PATRICIA",H,KS,3,REP,OPEN,OLATHE,KS,66062,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8AR00112&tabIndex=1,S8AR00112,"LINCOLN, BLANCHE L",S,AR,0,DEM,INCUMBENT,LITTLE ROCK,AR,72203,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IN01085&tabIndex=1,H0IN01085,"LINDEMULDER, PETER III",H,IN,1,REP,CHALLENGER,DYER,IN,46311,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL12150&tabIndex=1,H0FL12150,"LINDSEY, JOHN W JR",H,FL,12,REP,OPEN,WINTER HAVEN,FL,33884,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MO00087&tabIndex=1,S8MO00087,"LINDSTEDT, MARTIN",S,MO,0,LIB,OPEN,GRANBY,MO,64844,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX03088&tabIndex=1,H0TX03088,"LINGENFELDER, JOHN JR",H,TX,3,DEM,CHALLENGER,PLANO,TX,75023,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA08160&tabIndex=1,H6PA08160,"LINGENFELTER, TOM",H,PA,8,REP,CHALLENGER,DOYLESTOWN,PA,18901,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX30032&tabIndex=1,H0TX30032,"LINGERFELT, CHARLES B",H,TX,30,REP,CHALLENGER,DALLAS,TX,75253,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL10033&tabIndex=1,H8FL10033,"LINN, MAX",H,FL,10,DEM,CHALLENGER,S PASADENA,FL,33707,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA52034&tabIndex=1,H0CA52034,"LINNELL, TERRI RUTH",H,CA,52,REP,CHALLENGER,RAMONA,CA,92065,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0NC00244&tabIndex=1,S0NC00244,"LINNEY, LARRY",S,NC,0,REP,CHALLENGER,CHARLOTTE,NC,28212,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IL03077&tabIndex=1,H4IL03077,"LIPINSKI, DANIEL WILLIAM",H,IL,3,DEM,INCUMBENT,WESTERN SPRINGS,IL,60558,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WI04108&tabIndex=1,H0WI04108,"LIPINSKI, KENNETH JOSEPH",H,WI,4,REP,CHALLENGER,MILWAUKEE,WI,53225,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OH04069&tabIndex=1,H0OH04069,"LITT, DOUGLAS ALAN",H,OH,4,DEM,CHALLENGER,MANSFIELD,OH,44905,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NJ06164&tabIndex=1,H0NJ06164,"LITTLE, ANNA C",H,NJ,6,REP,CHALLENGER,HIGHLANDS,NJ,7732,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0GA05210&tabIndex=1,H0GA05210,"LITTLE, SAMUEL FENN JR",H,GA,5,REP,CHALLENGER,ATLANTA,GA,30309,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6KS00171&tabIndex=1,S6KS00171,"LITTLE, TOM",S,KS,0,REP,OPEN,MOUND CITY,KS,66056,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ02037&tabIndex=1,H2NJ02037,"LOBIONDO, FRANK A.",H,NJ,2,REP,INCUMBENT,Ventnor,NJ,8406,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0FL00569&tabIndex=1,S0FL00569,"LOCK, RICHARD",S,FL,0,NNE,OPEN,DUNEDIN,FL,34698,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0KY06096&tabIndex=1,H0KY06096,"LOCKETT, EDWARD MATTHEW",H,KY,6,REP,CHALLENGER,NICHOLASVILLE,KY,40356,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IA02146&tabIndex=1,H6IA02146,"LOEBSACK, DAVID WAYNE",H,IA,2,DEM,INCUMBENT,Mt. Vernon,IA,52314,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA16049&tabIndex=1,H4CA16049,"LOFGREN, ZOE",H,CA,16,DEM,INCUMBENT,San Jose,CA,95155,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0DE00100&tabIndex=1,H0DE00100,"LOFLAND, EARL R",H,DE,0,OTH,OPEN,CLAYTON,DE,19938,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0GA09121&tabIndex=1,H0GA09121,"LOFTMAN, BERTIL ARMIN",H,GA,9,REP,CHALLENGER,JASPER,GA,30143,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8CO00230&tabIndex=1,S8CO00230,"LOHMILLER, BRUCE E",S,CO,0,GRE,CHALLENGER,GRAND JUNCTION,CO,81504,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MD05118&tabIndex=1,H0MD05118,"LOLLAR, CHARLES J",H,MD,5,REP,CHALLENGER,LANDOVER,MD,20785,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0KS00174&tabIndex=1,S0KS00174,"LONDERHOLM, ROBERT (BOB)",S,KS,0,REP,OPEN,OVERLAND PARK,KS,66062,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO07113&tabIndex=1,H0MO07113,"LONG, BILLY",H,MO,7,REP,OPEN,SPRINGFIELD,MO,65804,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0KY00214&tabIndex=1,S0KY00214,"LONG, JOHN",S,KY,0,IND,OPEN,GRAVEL SWITCH,KY,40328,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL24064&tabIndex=1,H0FL24064,"LONG, OMETRIAS DEON",H,FL,24,REP,CHALLENGER,WINTER PARK,FL,327903119,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MD08161&tabIndex=1,H0MD08161,"LONG, ROBERT",H,MD,8,DEM,CHALLENGER,WHEATON,MD,20902,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL08247&tabIndex=1,H6FL08247,"LONG, WILLIAM TODD",H,FL,8,REP,CHALLENGER,LONGWOOD,FL,32779,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MN04155&tabIndex=1,H0MN04155,"LONGRIE, DIANA",H,MN,4,DFL,CHALLENGER,MAPLEWOOD,MN,55117,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA10198&tabIndex=1,H0CA10198,"LOOS, MARK ALAN",H,CA,10,REP,CHALLENGER,LIVERMORE,CA,94550,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OR03045&tabIndex=1,H8OR03045,"LOPEZ, DELIA",H,OR,3,REP,CHALLENGER,OAKLAND,OR,97462,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0RI01065&tabIndex=1,H0RI01065,"LOUGHLIN, JOHN J II",H,RI,1,REP,OPEN,ADAMSVILLE,RI,2801,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WY00145&tabIndex=1,H0WY00145,"LOVE, JOHN",H,WY,0,LIB,CHALLENGER,GREEN RIVER,WY,829355624,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX32031&tabIndex=1,H8TX32031,"LOVE, STEPHEN LEROY",H,TX,32,DEM,CHALLENGER,DALLAS,TX,75229,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0FL00304&tabIndex=1,S0FL00304,"LOVENGUTH, GEORGE ANTHONY",S,FL,0,DEM,OPEN,JACKSONVILLE,FL,32204,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NJ02130&tabIndex=1,H0NJ02130,"LOVETT, MARK",H,NJ,2,OTH,CHALLENGER,VENTNOR,NJ,8406,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0ME01101&tabIndex=1,H0ME01101,"LOWBERG, ALAN",H,ME,1,OTH,CHALLENGER,WASHINGTON,ME,4574,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0NV00252&tabIndex=1,S0NV00252,"LOWDEN, SUE",S,NV,0,REP,CHALLENGER,LAS VEGAS,NV,89146,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IL06045&tabIndex=1,H0IL06045,"LOWE, BENJAMIN S",H,IL,6,DEM,CHALLENGER,WHEATON,IL,60187,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO02221&tabIndex=1,H0MO02221,"LOWE, JEFFREY",H,MO,2,REP,CHALLENGER,WENTZVILLE,MO,63385,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0IL00287&tabIndex=1,S0IL00287,"LOWERY, DONALD (DON)",S,IL,0,REP,OPEN,GOLCONDA,IL,62938,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY20056&tabIndex=1,H8NY20056,"LOWEY, NITA M",H,NY,18,DEM,INCUMBENT,White Plains,NY,10601,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX23102&tabIndex=1,H0TX23102,"LOWRY, ROBERT CHARLES",H,TX,23,REP,CHALLENGER,SA,TX,78015,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL20039&tabIndex=1,H0FL20039,"LOWRY, ROBERT PAUL",H,FL,20,REP,CHALLENGER,HOLLYWOOD,FL,33020,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0AR03089&tabIndex=1,H0AR03089,"LOWRY, STEVE MR.",H,AR,3,REP,OPEN,FAYETTEVILLE,AP,72703,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0VA02092&tabIndex=1,H0VA02092,"LOYOLA, BENITO BEN JR",H,VA,2,REP,CHALLENGER,VIRGINIA BEACH,VA,23456,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WV03110&tabIndex=1,H0WV03110,"LUCAS, CONRAD G III",H,WV,3,REP,CHALLENGER,HUNTINGTON,WV,25705,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4OK06056&tabIndex=1,H4OK06056,"LUCAS, FRANK D.",H,OK,3,REP,INCUMBENT,Cheyenne,OK,73628,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IN09146&tabIndex=1,H0IN09146,"LUCAS, JERRY R.",H,IN,9,IND,CHALLENGER,DEPUTY,IN,47230,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NJ01165&tabIndex=1,H0NJ01165,"LUCAS, LEE",H,NJ,1,REP,CHALLENGER,GIBBSTOWN,NJ,80827,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CO04114&tabIndex=1,H0CO04114,"LUCERO, THOMAS JOSEPH",H,CO,4,REP,CHALLENGER,JOHNSTOWN,CO,80534,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MD03170&tabIndex=1,H0MD03170,"LUDICK, RYAN",H,MD,3,DEM,CHALLENGER,ANNAPOLIS,MD,21403,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MO09153&tabIndex=1,H8MO09153,"LUETKEMEYER, W BLAINE",H,MO,9,REP,INCUMBENT,ST ELIZABETH,MO,65075,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OR05062&tabIndex=1,H0OR05062,"LUGO , CHRIS",H,OR,5,OTH,CHALLENGER,OREGON CITY,OR,97045,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NM03196&tabIndex=1,H8NM03196,"LUJAN, BEN",H,NM,3,DEM,INCUMBENT,SANTA FE,NM,87506,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0PA00384&tabIndex=1,S0PA00384,"LUKSIK, PEG",S,PA,0,REP,CHALLENGER,JOHNSTOWN,PA,15807,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8WY00148&tabIndex=1,H8WY00148,"LUMMIS, CYNTHIA MARIE",H,WY,0,REP,INCUMBENT,CHEYENNE,WY,82001,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0AZ00228&tabIndex=1,S0AZ00228,"LUNDY, WILLIAM",S,AZ,0,REP,CHALLENGER,LAKE HAVASH CITY,AZ,86404,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA34112&tabIndex=1,H6CA34112,"LUNGREN, DANIEL E.",H,CA,3,REP,INCUMBENT,GOLD RIVER,CA,95670,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA46051&tabIndex=1,H0CA46051,"LURIE, BARAK",H,CA,46,REP,CHALLENGER,LOS ANGELES,CA,90064,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA45079&tabIndex=1,H0CA45079,"LUSSENHEIDE, BILL",H,CA,45,AIP,CHALLENGER,MENIFEE,CA,92585,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL16067&tabIndex=1,H6FL16067,"LUTRIN, DAVID LEE",H,FL,16,DEM,CHALLENGER,PALM BEACH GARDENS,FL,33418,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0SC01287&tabIndex=1,H0SC01287,"LUTZ, MARK STEVEN",H,SC,1,REP,OPEN,MT PLEASANT,SC,29464,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA52042&tabIndex=1,H0CA52042,"LUTZ, RAYMOND CLARK",H,CA,52,DEM,CHALLENGER,EL CAJON,CA,92020,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NJ11115&tabIndex=1,H0NJ11115,"LUZZI, RICHARD ",H,NJ,11,REP,CHALLENGER,MORRISTOWN,NJ,7960,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NY00055&tabIndex=1,H0NY00055,"LYKES, THELMA",H,NY,0,IND,CHALLENGER,BRONX,NY,10451,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL19042&tabIndex=1,H8FL19042,"LYNCH, EDWARD J ",H,FL,19,REP,OPEN,WEST PALM BEACH,FL,33411,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0MD00325&tabIndex=1,S0MD00325,"LYNCH, JAMES T. JR.,",S,MD,0,DEM,CHALLENGER,BALTIMORE,MD,21222,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MI15099&tabIndex=1,H8MI15099,"LYNCH, JOHN JOSEPH",H,MI,15,REP,CHALLENGER,YPSILANTI,MI,48197,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MN03108&tabIndex=1,H0MN03108,"LYNCH, NEIL",H,MN,3,IND,CHALLENGER,PLYMOUTH,MN,55447,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0MA00083&tabIndex=1,S0MA00083,"LYNCH, STEPHEN F",S,MA,0,DEM,OPEN,BOSTON,MA,2127,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MA09072&tabIndex=1,H2MA09072,"LYNCH, STEPHEN F.",H,MA,9,DEM,INCUMBENT,South Boston,MA,2127,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0FL00387&tabIndex=1,S0FL00387,"LYNCH, WILLIAM CHARLES MR",S,FL,0,DEM,OPEN,FT WALTON BEACH,FL,32547,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0RI01081&tabIndex=1,H0RI01081,"LYNCH, WILLIAM J",H,RI,1,DEM,OPEN,PAWTUCKET,RI,2860,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IN05136&tabIndex=1,H0IN05136,"LYONS, MARK ANDREW",H,IN,5,REP,CHALLENGER,MARION,IN,46953,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA32242&tabIndex=1,H0CA32242,"LYSENKO, STEFAN (CONTRERAS)",H,CA,32,DEM,OPEN,VAN NUYS,CA,91413,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0NV00294&tabIndex=1,S0NV00294,"MABEY, REX GARN JR",S,NV,0,REP,CHALLENGER,LAS VEGAS,NV,89128,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA21096&tabIndex=1,H0CA21096,"MACARENO, RUBEN",H,CA,21,DEM,CHALLENGER,VISALIA,CA,93290,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL24080&tabIndex=1,H0FL24080,"MACINNES, CHAD",H,FL,24,REP,CHALLENGER,ORLANDO,FL,32828,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OH15115&tabIndex=1,H0OH15115,"MACISCO, CHRIS",H,OH,15,CON,CHALLENGER,COLUMBUS,OH,43206,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4FL14059&tabIndex=1,H4FL14059,"MACK, CONNIE",H,FL,14,REP,INCUMBENT,NAPLES,FL,34106,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0PA12124&tabIndex=1,H0PA12124,"MACKELL, RONALD R JR",H,PA,12,DEM,CHALLENGER,SAN ANTONIO,TX,78240,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL03092&tabIndex=1,H0FL03092,"MACNAUGHTON, GEORGE SCOTT",H,FL,3,LIB,CHALLENGER,JACKSONVILLE,FL,32218,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OH03061&tabIndex=1,H0OH03061,"MACNEALY, MARK A",H,OH,3,DEM,CHALLENGER,VANDALIA,OH,45377,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO04136&tabIndex=1,H0MO04136,"MADDEN, ARTHUR JOHN",H,MO,4,REP,CHALLENGER,MALTA BEND,MO,65339,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0AR03048&tabIndex=1,H0AR03048,"MADDOX, KURT E",H,AR,3,REP,OPEN,GRAVETTE,AR,72736,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0PA10094&tabIndex=1,H0PA10094,"MADEIRA, DAVID JAMES",H,PA,10,REP,CHALLENGER,DALLAS,PA,18612,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CO04130&tabIndex=1,H0CO04130,"MADERE, DEAN MATTHEW",H,CO,4,REP,CHALLENGER,LOVELAND,CO,80537,2010
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MN02100&tabIndex=1,H0MN02100,"MADORE, SHELLY",H,MN,2,DFL,CHALLENGER,APPLE VALLEY,MN,55124,2010
