lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_cit,can_sta,can_zip,year
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MO06076&tabIndex=1,H8MO06076,"BROWNING, DAVID R",H,MO,6,LIB,CHALLENGER,OAK GROVE,MO,64075,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4OR00149&tabIndex=1,S4OR00149,"BROWNLOW, DAVID",S,OR,0,OTH,CHALLENGER,CLACKAMAS,OR,97015,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA41147&tabIndex=1,H8CA41147,"BRUINS, BEVERLY",H,CA,41,DEM,CHALLENGER,REDLANDS,CA,92373,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8NE00091&tabIndex=1,S8NE00091,"BRUNING, JON",S,NE,0,REP,OPEN,OMAHA,NE,68154,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL01099&tabIndex=1,H8FL01099,"BRYAN, JAMES EDWARD",H,FL,1,DEM,CHALLENGER,LAUREL HILL,FL,32567,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CO01071&tabIndex=1,H8CO01071,"BUCHANAN, MARTIN L",H,CO,1,LIB,CHALLENGER,DENVER,CO,80204,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL13148&tabIndex=1,H6FL13148,"BUCHANAN, VERNON",H,FL,13,REP,INCUMBENT,Sarasota,FL,34236,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT01109&tabIndex=1,H8UT01109,"BUCHMAN, JOSEPH GEDDES",H,UT,1,LIB,CHALLENGER,PARK CITY,UT,84098,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80003270&tabIndex=1,P80003270,"BUCK, EDWARD ALLAN REV",P,US,0,REP,OPEN,SALT LAKE CITY,UT,84102,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8TN00295&tabIndex=1,S8TN00295,"BUCK, EDWARD L",S,TN,0,IND,CHALLENGER,SPARTA,TN,38583,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8NH00154&tabIndex=1,S8NH00154,"BUCKEY, JAY CLARK",S,NH,0,DEM,CHALLENGER,HANOVER,NH,3755,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4GA11103&tabIndex=1,S4GA11103,"BUCKLEY, ALLEN",S,GA,0,LIB,CHALLENGER,MABLETON,GA,30126,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NV01204&tabIndex=1,H8NV01204,"BUDETICH, MARK JOHN",H,NV,1,DEM,CHALLENGER,LAS VEGAS,NV,89108,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH05077&tabIndex=1,H8OH05077,"BUEHRER, STEVE",H,OH,5,REP,OPEN,DELTA,OH,43515,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY21187&tabIndex=1,H8NY21187,"BUHRMASTER, JAMES R",H,NY,21,REP,OPEN,SCOTIA,NY,12302,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8DE00079&tabIndex=1,H8DE00079,"BULLOCK, CHRISTOPHER A",H,DE,0,DEM,CHALLENGER,WILMINGTON,DE,19805,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NV03051&tabIndex=1,H8NV03051,"BUNCE, CARL JONATHAN",H,NV,3,REP,CHALLENGER,HENDERSON,NV,89074,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CT05138&tabIndex=1,H8CT05138,"BURBANK, HAROLD",H,CT,5,IND,CHALLENGER,CANTON,CT,6019,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX26093&tabIndex=1,H2TX26093,"BURGESS, MICHAEL C DR.",H,TX,26,REP,INCUMBENT,Denton,TX,76202,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8WI05108&tabIndex=1,H8WI05108,"BURKEE, JAMES CHRISTIAN",H,WI,5,REP,CHALLENGER,CEDARBURG,WI,53012,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6WA08068&tabIndex=1,H6WA08068,"BURNER, DARCY MS.",H,WA,8,DEM,CHALLENGER,Carnation,WA,98014,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX32023&tabIndex=1,H8TX32023,"BURNS, DENNIS CARL",H,TX,32,DEM,CHALLENGER,DALLAS,TX,75205,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL14091&tabIndex=1,H8IL14091,"BURNS, KEVIN",H,IL,14,REP,OPEN,GENEVA,IL,60134,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA01056&tabIndex=1,H8LA01056,"BURNS, TIMOTHY G",H,LA,1,REP,OPEN,MANDEVILLE,LA,70448,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004583&tabIndex=1,P80004583,"BURNS, WILLIAM JASON",P,US,0,REP,OPEN,CRESTVIEW,FL,32539,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY21195&tabIndex=1,H8NY21195,"BURRIDGE, CRAIG MICHAEL",H,NY,21,DEM,OPEN,WATERFORD,NY,12188,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IN06023&tabIndex=1,H2IN06023,"BURTON, DANNY L",H,IN,5,REP,INCUMBENT,INDPLS,IN,46236,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8KS01035&tabIndex=1,H8KS01035,"BURTON, KATHLEEN M.",H,KS,1,REF,CHALLENGER,SILVER LAKE,KS,66539,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX06134&tabIndex=1,H8TX06134,"BUSH, JOHN STEVEN",H,TX,6,DEM,CHALLENGER,KENNEDALE,TX,76060,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MT00168&tabIndex=1,S8MT00168,"BUSHMAN, KIRK A",S,MT,0,REP,CHALLENGER,BILLINGS,MT,59101,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA52086&tabIndex=1,H8CA52086,"BUTCHER, VICKIE",H,CA,52,DEM,OPEN,BURBANK,CA,91502,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NC01046&tabIndex=1,H4NC01046,"BUTTERFIELD, G K",H,NC,1,DEM,INCUMBENT,Wilson,NC,27893,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IN05025&tabIndex=1,H2IN05025,"BUYER, STEVE CONGRESSMAN",H,IN,4,REP,INCUMBENT,Monticello,IN,47960,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8VA11039&tabIndex=1,H8VA11039,"BYRNE, LESLIE L",H,VA,11,DEM,OPEN,FALLS CHURCH,VA,22042,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL14134&tabIndex=1,H8FL14134,"BYRNES, LAWRENCE WILLIAM",H,FL,14,DEM,CHALLENGER,BURBANK,CA,91502,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80003221&tabIndex=1,P80003221,"CAESAR, EMPEROR",P,US,0,DEM,OPEN,ORLANDO,FL,32811,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8PA05097&tabIndex=1,H8PA05097,"CAHIR, WILLIAM JOHN",H,PA,5,DEM,OPEN,BELLEFONTE,PA,16823,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8AK00074&tabIndex=1,S8AK00074,"CALDERO, ROCKY CHRISTOPHER",S,AK,0,DEM,CHALLENGER,DUTCH HARBOR,AK,99692,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80005481&tabIndex=1,P80005481,"CALERO, ROGER",P,US,0,OTH,OPEN,BRONX,NY,10451,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CO02131&tabIndex=1,H6CO02131,"CALHOUN, J.A.",H,CO,2,GRE,OPEN,EMPIRE,CO,80438,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NM01265&tabIndex=1,H8NM01265,"CALL, JASON",H,NM,1,DEM,OPEN,ALBUQUERQUE,NM,87111,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL18076&tabIndex=1,H8IL18076,"CALLAHAN, COLLEEN",H,IL,18,DEM,OPEN,KICKAPOO,IL,61528,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL10086&tabIndex=1,H6FL10086,"CALLAHAN, DON",H,FL,10,UNK,CHALLENGER,TREASURE ISLAND,FL,33706,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA07030&tabIndex=1,H4CA07030,"CALLISON, WILLIAM A.",H,CA,7,PAF,CHALLENGER,CONCORD,CA,94518,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA06048&tabIndex=1,H8LA06048,"CALONGNE, LAURINDA L",H,LA,6,REP,OPEN,BATON ROUGE,LA,70809,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA37023&tabIndex=1,H2CA37023,"CALVERT, KENNETH S MR.",H,CA,44,REP,INCUMBENT,Corona,CA,92882,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI10071&tabIndex=1,H0MI10071,"CAMP, DAVID LEE",H,MI,4,REP,INCUMBENT,Midland,MI,48642,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA03028&tabIndex=1,H8GA03028,"CAMP, STEPHEN ANDREW",H,GA,3,DEM,CHALLENGER,NEWNAN,GA,30263,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NC11061&tabIndex=1,H8NC11061,"CAMPBELL, CHARLES SPENCER JR",H,NC,11,REP,CHALLENGER,HENDERSONVILLE,NC,28793,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MI09084&tabIndex=1,H8MI09084,"CAMPBELL, DOUGLAS",H,MI,9,GRE,CHALLENGER,FERNDALE,MI,48220,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2CO00142&tabIndex=1,S2CO00142,"CAMPBELL, DOUGLAS DAYHORSE""""",S,CO,0,OTH,OPEN,ARVADA,CO,80004,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH05085&tabIndex=1,H8OH05085,"CAMPBELL, EARL",H,OH,5,DEM,OPEN,PERRYSBURG,OH,43551,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA48039&tabIndex=1,H6CA48039,"CAMPBELL, JOHN B. T. III",H,CA,48,REP,INCUMBENT,Irvine,CA,92603,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80003981&tabIndex=1,P80003981,"CAMPBELL, JOHN LEE",P,US,0,REP,OPEN,BEVERLY HILLS,CA,90211,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IN04156&tabIndex=1,H4IN04156,"CAMPBELL, MIKE",H,IN,4,REP,CHALLENGER,CAMBRIDGE CITY,IN,47327,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN07275&tabIndex=1,H8IN07275,"CAMPO, GABRIELLE",H,IN,7,REP,CHALLENGER,INDPLS,IN,46219,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MT00013&tabIndex=1,H2MT00013,"CANDEE, ROBERT",H,MT,0,DEM,CHALLENGER,RICHEY,MT,59259,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80003841&tabIndex=1,P80003841,"CANFIELD, DAN BYRON",P,US,0,NNE,OPEN,BISMARCK,AR,71929,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6UT03042&tabIndex=1,H6UT03042,"CANNON, CHRISTOPHER B HON.",H,UT,3,REP,INCUMBENT,PROVO,UT,84601,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4TX28046&tabIndex=1,H4TX28046,"CANSECO, FRANCISCO 'QUICO'",H,TX,23,REP,CHALLENGER,San Antonio,TX,78230,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0VA07042&tabIndex=1,H0VA07042,"CANTOR, ERIC",H,VA,7,REP,INCUMBENT,Glen Allen,VA,23059,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA02112&tabIndex=1,H8LA02112,"CAO, ANH JOSEPH""""",H,LA,2,REP,CHALLENGER,GRETNA,LA,70053,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6RI01104&tabIndex=1,H6RI01104,"CAPALBO, KENNETH A.",H,RI,1,IND,CHALLENGER,SOUTH KINGSTOWN,RI,2879,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WV02138&tabIndex=1,H0WV02138,"CAPITO, SHELLEY MOORE",H,WV,2,REP,INCUMBENT,Charleston,WV,25314,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20000329&tabIndex=1,P20000329,"CAPLETTE, RAYMOND JOSEPH",P,US,0,DEM,OPEN,PHOENIX,AZ,85013,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL03078&tabIndex=1,H8IL03078,"CAPPARELLI, JIM",H,IL,3,DEM,CHALLENGER,NORTH RIVERSIDE,IL,60546,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CT05120&tabIndex=1,H8CT05120,"CAPPIELLO, DAVID J",H,CT,5,REP,CHALLENGER,DANBURY,CT,6811,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA22089&tabIndex=1,H8CA22089,"CAPPS, LOIS G",H,CA,23,DEM,INCUMBENT,SANTA BARBARA,CA,93101,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY25055&tabIndex=1,H8NY25055,"CAPPUCCILLI, PETER JR",H,NY,25,REP,OPEN,SYRACUSE,NY,13219,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8VA01121&tabIndex=1,H8VA01121,"CAPRARA, DAVID LOUIS",H,VA,1,REP,OPEN,FREDERICKSBURG,VA,22408,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MA08071&tabIndex=1,H8MA08071,"CAPUANO, MICHAEL E",H,MA,8,DEM,INCUMBENT,SOMERVILLE,MA,2145,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NJ01150&tabIndex=1,H8NJ01150,"CARAMANNA, JOHN",H,NJ,1,DEM,CHALLENGER,BLACKWOOD,NJ,8012,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY23118&tabIndex=1,H8NY23118,"CARCIOFOLO, ERIC",H,NY,23,DEM,CHALLENGER,PHOENIX,NY,13135,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL04092&tabIndex=1,H8IL04092,"CARDENAS, GEORGE",H,IL,4,DEM,CHALLENGER,CHICAGO,IL,60623,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P40000101&tabIndex=1,P40000101,"CARDENAS, TOMMY C",P,US,0,DEM,OPEN,CORCORAN,CA,93212,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA18056&tabIndex=1,H2CA18056,"CARDOZA, DENNIS",H,CA,18,DEM,INCUMBENT,Sacramento,CA,95814,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8GA00123&tabIndex=1,S8GA00123,"CARDWELL, WILLIAM DALE",S,GA,0,DEM,CHALLENGER,ATLANTA,GA,30354,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH18096&tabIndex=1,H8OH18096,"CAREY, MIKE",H,OH,18,REP,CHALLENGER,NEWARK,OH,43058,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80001670&tabIndex=1,P80001670,"CARLYLE, MYRTLE CHARLOTTE MONTOMERY",P,US,0,NNE,OPEN,SACRAMENTO,CA,95831,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA04241&tabIndex=1,H8LA04241,"CARMOUCHE, PAUL J. MR.",H,LA,4,DEM,OPEN,Shreveport,LA,71104,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO00019&tabIndex=1,H0MO00019,"CARNAHAN, RUSS",H,MO,3,DEM,INCUMBENT,ST LOUIS,MO,63104,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA10109&tabIndex=1,H6PA10109,"CARNEY, CHRISTOPHER",H,PA,10,DEM,INCUMBENT,Dimock,PA,18816,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY11055&tabIndex=1,H8NY11055,"CARR, HUGH C.",H,NY,11,REP,CHALLENGER,BROOKLYN,NY,11225,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CT04206&tabIndex=1,H8CT04206,"CARRANO, MICHAEL ANTHONY",H,CT,4,LIB,CHALLENGER,NORTH HAVEN,CT,6473,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NM01281&tabIndex=1,H8NM01281,"CARRARO, JOSEPH J",H,NM,1,REP,OPEN,ALBUQUERQUE,NM,87114,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P00000679&tabIndex=1,P00000679,"CARROLL, JERRY LEON",P,US,0,IND,OPEN,STOCKTON,CA,95208,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH04054&tabIndex=1,H8OH04054,"CARROLL, MIKE",H,OH,4,DEM,CHALLENGER,MANSFIELD,OH,44907,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN07184&tabIndex=1,H8IN07184,"CARSON, ANDRE",H,IN,7,DEM,INCUMBENT,INDIANAPOLIS,IN,46205,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80003486&tabIndex=1,P80003486,"CARTER, ANTHONY LUNGO",P,US,0,REP,OPEN,BLOOMINGTON,IL,61701,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8NJ00145&tabIndex=1,S8NJ00145,"CARTER, J.M. JR.",S,NJ,0,OTH,CHALLENGER,TRENTON,NJ,8629,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004799&tabIndex=1,P80004799,"CARTER, JAMES (JIMMY) HARLIN",P,US,0,OTH,OPEN,LIVE OAK,FL,32061,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA02088&tabIndex=1,H8LA02088,"CARTER, JAMES J",H,LA,2,DEM,CHALLENGER,NEW ORLEANS,LA,70114,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8WY00148&tabIndex=1,S8WY00148,"CARTER, JERRY DEAN",S,WY,0,IND,CHALLENGER,CHEYENNE,WY,82001,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8CO00198&tabIndex=1,S8CO00198,"CARTER, JERRY DEAN",S,CO,0,IND,OPEN,GRAND JUNCTION,CO,81501,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8ID00084&tabIndex=1,S8ID00084,"CARTER, JERRY DEAN",S,ID,0,IND,OPEN,HOT SPRINGS,SD,57747,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX31044&tabIndex=1,H2TX31044,"CARTER, JOHN",H,TX,31,REP,INCUMBENT,ROUND ROCK,TX,78664,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NC06046&tabIndex=1,H8NC06046,"CARTER, JOHNNY JEFFREY",H,NC,6,DEM,CHALLENGER,SUMMERFIELD,NC,27358,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8WY00155&tabIndex=1,S8WY00155,"CARTER, NICHOLAS H",S,WY,0,DEM,CHALLENGER,GILLETTE,WY,82716,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NE02212&tabIndex=1,H8NE02212,"CARTER, RICHARD",H,NE,2,DEM,CHALLENGER,BELLEVUE,NE,68123,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NC05030&tabIndex=1,H8NC05030,"CARTER, ROY JAMES",H,NC,5,DEM,CHALLENGER,GLENDALE SPRINGS,NC,28629,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2LA02032&tabIndex=1,H2LA02032,"CARTER, TROY C""""",H,LA,2,DEM,CHALLENGER,NEW ORLEANS,LA,70131,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80000268&tabIndex=1,P80000268,"CARTER, WILLIE FELIX",P,US,0,DEM,OPEN,FORT WORTH,TX,76105,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA06113&tabIndex=1,H8LA06113,"CASEY, ASHLEY HEYER",H,LA,6,IND,OPEN,BATON ROUGE,LA,70806,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX24095&tabIndex=1,H8TX24095,"CASEY, DAVID A.",H,TX,24,LIB,CHALLENGER,BEDFORD,TX,76022,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6LA04054&tabIndex=1,H6LA04054,"CASH, ARTIS",H,LA,4,DEM,OPEN,SHREVEPORT,LA,71106,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH15118&tabIndex=1,H8OH15118,"CASPER, TRAVIS",H,OH,15,UNK,OPEN,GALLOWAY,OH,43119,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MI01107&tabIndex=1,H8MI01107,"CASPERSON, THOMAS A",H,MI,1,REP,CHALLENGER,ESCANABA,MI,49829,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8KY00209&tabIndex=1,S8KY00209,"CASSARO, MICHAEL GERRARD",S,KY,0,DEM,CHALLENGER,PROSPECT,KY,40059,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA00017&tabIndex=1,H8LA00017,"CASSIDY, WILLIAM",H,LA,6,REP,CHALLENGER,BATON ROUGE,LA,70802,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL05116&tabIndex=1,H8FL05116,"CASTAGNERO, CAROL",H,FL,5,DEM,CHALLENGER,LAKELAND,FL,33810,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CO06195&tabIndex=1,H8CO06195,"CASTELLANES, PEPITO L",H,CO,6,REP,OPEN,CENTENNIAL,CO,80015,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80005523&tabIndex=1,P80005523,"CASTLE, DARRELL LANE",P,US,0,CST,OPEN,GERMANTOWN,TN,38139,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2DE00072&tabIndex=1,H2DE00072,"CASTLE, MICHAEL N",H,DE,0,REP,INCUMBENT,WILMINGTON,DE,19806,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL11126&tabIndex=1,H6FL11126,"CASTOR, KATHY",H,FL,11,DEM,INCUMBENT,Tampa,FL,33675,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P00004739&tabIndex=1,P00004739,"CATTON, CLIFFORD",P,US,0,OTH,OPEN,KINGSTON,NY,12401,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MI10177&tabIndex=1,H6MI10177,"CAVENY, CANDACE RUTH",H,MI,10,GRE,CHALLENGER,LAPEER,MI,48446,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA06022&tabIndex=1,H8LA06022,"CAZAYOUX, DONALD J",H,LA,6,DEM,INCUMBENT,NEW ROADS,LA,70760,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ06111&tabIndex=1,H2NJ06111,"CERRATO, PETER A",H,NJ,6,REP,CHALLENGER,EDISON,NJ,8817,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NM02057&tabIndex=1,H8NM02057,"CERVANTES, JOSEPH",H,NM,2,DEM,OPEN,LAS CRUCES,NM,88011,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH01043&tabIndex=1,H8OH01043,"CHABOT, STEVE",H,OH,1,REP,INCUMBENT,Cincinnati,OH,45211,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03089&tabIndex=1,H8UT03089,"CHAFFETZ, JASON",H,UT,3,REP,CHALLENGER,Alpine,UT,84004,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IA05115&tabIndex=1,H6IA05115,"CHAMBERS, ROBERT L. MR.",H,IA,5,DEM,CHALLENGER,Essex,IA,51638,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2GA00118&tabIndex=1,S2GA00118,"CHAMBLISS, SAXBY",S,GA,0,REP,INCUMBENT,ATLANTA,GA,30355,2008
